rep,n,d,N,type,method,metric,value
26,200,2,100,linear,NPT-FR,Wasserstein,12.926188203065756
26,200,2,100,linear,Marginal-FR,Wasserstein,13.177478003622326
26,200,2,100,linear,Gaussian-FR,Wasserstein,16.25488404656315
27,200,2,100,linear,NPT-FR,Wasserstein,12.294514900852645
27,200,2,100,linear,Marginal-FR,Wasserstein,12.422149549761444
27,200,2,100,linear,Gaussian-FR,Wasserstein,15.323346527890426
28,200,2,100,linear,NPT-FR,Wasserstein,11.27711526355477
28,200,2,100,linear,Marginal-FR,Wasserstein,11.57547811496846
28,200,2,100,linear,Gaussian-FR,Wasserstein,14.803913715589335
29,200,2,100,linear,NPT-FR,Wasserstein,13.68684360355173
29,200,2,100,linear,Marginal-FR,Wasserstein,13.998081860984698
29,200,2,100,linear,Gaussian-FR,Wasserstein,16.684091724211953
30,200,2,100,linear,NPT-FR,Wasserstein,11.181909302632274
30,200,2,100,linear,Marginal-FR,Wasserstein,11.318137151473723
30,200,2,100,linear,Gaussian-FR,Wasserstein,14.183270902088141
31,200,2,100,linear,NPT-FR,Wasserstein,12.591451878394427
31,200,2,100,linear,Marginal-FR,Wasserstein,12.862598654401701
31,200,2,100,linear,Gaussian-FR,Wasserstein,15.808503105174395
32,200,2,100,linear,NPT-FR,Wasserstein,12.947421701694605
32,200,2,100,linear,Marginal-FR,Wasserstein,13.218829814088108
32,200,2,100,linear,Gaussian-FR,Wasserstein,16.282208704783724
33,200,2,100,linear,NPT-FR,Wasserstein,12.292066962015406
33,200,2,100,linear,Marginal-FR,Wasserstein,12.534048250268636
33,200,2,100,linear,Gaussian-FR,Wasserstein,15.607815337012914
34,200,2,100,linear,NPT-FR,Wasserstein,12.82257493128977
34,200,2,100,linear,Marginal-FR,Wasserstein,13.061961380024856
34,200,2,100,linear,Gaussian-FR,Wasserstein,16.222890734768093
35,200,2,100,linear,NPT-FR,Wasserstein,13.673844542004673
35,200,2,100,linear,Marginal-FR,Wasserstein,13.860087753267985
35,200,2,100,linear,Gaussian-FR,Wasserstein,16.791836630006355
36,200,2,100,linear,NPT-FR,Wasserstein,13.227554667962803
36,200,2,100,linear,Marginal-FR,Wasserstein,13.438622579727257
36,200,2,100,linear,Gaussian-FR,Wasserstein,16.659369353607072
37,200,2,100,linear,NPT-FR,Wasserstein,12.166039857158147
37,200,2,100,linear,Marginal-FR,Wasserstein,12.415667258607785
37,200,2,100,linear,Gaussian-FR,Wasserstein,15.56384874636738
38,200,2,100,linear,NPT-FR,Wasserstein,13.048740092824097
38,200,2,100,linear,Marginal-FR,Wasserstein,13.232337380756213
38,200,2,100,linear,Gaussian-FR,Wasserstein,16.26549549393485
39,200,2,100,linear,NPT-FR,Wasserstein,12.530019573899077
39,200,2,100,linear,Marginal-FR,Wasserstein,12.719902025110358
39,200,2,100,linear,Gaussian-FR,Wasserstein,15.826625890977528
40,200,2,100,linear,NPT-FR,Wasserstein,13.198132904938634
40,200,2,100,linear,Marginal-FR,Wasserstein,13.451554595748988
40,200,2,100,linear,Gaussian-FR,Wasserstein,16.2925292774765
41,200,2,100,linear,NPT-FR,Wasserstein,11.806336867023244
41,200,2,100,linear,Marginal-FR,Wasserstein,11.979412508113105
41,200,2,100,linear,Gaussian-FR,Wasserstein,15.048962830470678
42,200,2,100,linear,NPT-FR,Wasserstein,11.933312803570075
42,200,2,100,linear,Marginal-FR,Wasserstein,12.115980281966058
42,200,2,100,linear,Gaussian-FR,Wasserstein,15.165415996303484
43,200,2,100,linear,NPT-FR,Wasserstein,13.64270789081885
43,200,2,100,linear,Marginal-FR,Wasserstein,13.884073751004612
43,200,2,100,linear,Gaussian-FR,Wasserstein,16.565771918591643
44,200,2,100,linear,NPT-FR,Wasserstein,13.40780897216926
44,200,2,100,linear,Marginal-FR,Wasserstein,13.64739001180364
44,200,2,100,linear,Gaussian-FR,Wasserstein,17.000647015479334
45,200,2,100,linear,NPT-FR,Wasserstein,12.089060457799748
45,200,2,100,linear,Marginal-FR,Wasserstein,12.279945680503078
45,200,2,100,linear,Gaussian-FR,Wasserstein,15.336371631803464
46,200,2,100,linear,NPT-FR,Wasserstein,13.323953450630423
46,200,2,100,linear,Marginal-FR,Wasserstein,13.55598537100552
46,200,2,100,linear,Gaussian-FR,Wasserstein,16.867658041935762
47,200,2,100,linear,NPT-FR,Wasserstein,13.854077060339522
47,200,2,100,linear,Marginal-FR,Wasserstein,14.106486359551472
47,200,2,100,linear,Gaussian-FR,Wasserstein,17.03050750164814
48,200,2,100,linear,NPT-FR,Wasserstein,11.967057409381225
48,200,2,100,linear,Marginal-FR,Wasserstein,12.161119188662845
48,200,2,100,linear,Gaussian-FR,Wasserstein,15.055490127547962
49,200,2,100,linear,NPT-FR,Wasserstein,12.567896314755234
49,200,2,100,linear,Marginal-FR,Wasserstein,12.812343847505646
49,200,2,100,linear,Gaussian-FR,Wasserstein,15.958886687910232
50,200,2,100,linear,NPT-FR,Wasserstein,13.27164629524534
50,200,2,100,linear,Marginal-FR,Wasserstein,13.441275928238392
50,200,2,100,linear,Gaussian-FR,Wasserstein,16.742792900026092
51,200,2,100,linear,NPT-FR,Wasserstein,12.188628798629637
51,200,2,100,linear,Marginal-FR,Wasserstein,12.381159436684477
51,200,2,100,linear,Gaussian-FR,Wasserstein,15.320823628790945
52,200,2,100,linear,NPT-FR,Wasserstein,12.65937905451686
52,200,2,100,linear,Marginal-FR,Wasserstein,12.909971963566651
52,200,2,100,linear,Gaussian-FR,Wasserstein,16.143902124177934
53,200,2,100,linear,NPT-FR,Wasserstein,12.29615197757624
53,200,2,100,linear,Marginal-FR,Wasserstein,12.55673834679021
53,200,2,100,linear,Gaussian-FR,Wasserstein,15.438906781481565
54,200,2,100,linear,NPT-FR,Wasserstein,12.804326732042286
54,200,2,100,linear,Marginal-FR,Wasserstein,13.012573451586682
54,200,2,100,linear,Gaussian-FR,Wasserstein,15.84839048915489
55,200,2,100,linear,NPT-FR,Wasserstein,12.312466489437204
55,200,2,100,linear,Marginal-FR,Wasserstein,12.525518559453063
55,200,2,100,linear,Gaussian-FR,Wasserstein,15.745298290422705
56,200,2,100,linear,NPT-FR,Wasserstein,12.519801217546584
56,200,2,100,linear,Marginal-FR,Wasserstein,12.762499376838612
56,200,2,100,linear,Gaussian-FR,Wasserstein,15.561796799277603
57,200,2,100,linear,NPT-FR,Wasserstein,12.657442465362916
57,200,2,100,linear,Marginal-FR,Wasserstein,12.88388380351166
57,200,2,100,linear,Gaussian-FR,Wasserstein,16.02504715633533
58,200,2,100,linear,NPT-FR,Wasserstein,13.648370452148106
58,200,2,100,linear,Marginal-FR,Wasserstein,13.805714947985996
58,200,2,100,linear,Gaussian-FR,Wasserstein,16.594070080387972
59,200,2,100,linear,NPT-FR,Wasserstein,12.036983357612218
59,200,2,100,linear,Marginal-FR,Wasserstein,12.235654225937072
59,200,2,100,linear,Gaussian-FR,Wasserstein,15.299761032693139
60,200,2,100,linear,NPT-FR,Wasserstein,11.876985407177642
60,200,2,100,linear,Marginal-FR,Wasserstein,12.237462457171103
60,200,2,100,linear,Gaussian-FR,Wasserstein,14.959992718513654
61,200,2,100,linear,NPT-FR,Wasserstein,13.125267935200863
61,200,2,100,linear,Marginal-FR,Wasserstein,13.379629752494816
61,200,2,100,linear,Gaussian-FR,Wasserstein,16.075395505575905
62,200,2,100,linear,NPT-FR,Wasserstein,12.869494672619254
62,200,2,100,linear,Marginal-FR,Wasserstein,13.0235676384229
62,200,2,100,linear,Gaussian-FR,Wasserstein,16.08675491323209
63,200,2,100,linear,NPT-FR,Wasserstein,11.556577972804607
63,200,2,100,linear,Marginal-FR,Wasserstein,11.77188354932401
63,200,2,100,linear,Gaussian-FR,Wasserstein,14.852537155231188
64,200,2,100,linear,NPT-FR,Wasserstein,12.821547815556977
64,200,2,100,linear,Marginal-FR,Wasserstein,13.09316842006444
64,200,2,100,linear,Gaussian-FR,Wasserstein,15.982155972887618
65,200,2,100,linear,NPT-FR,Wasserstein,12.941459126566528
65,200,2,100,linear,Marginal-FR,Wasserstein,13.233539172325541
65,200,2,100,linear,Gaussian-FR,Wasserstein,16.381293649744133
66,200,2,100,linear,NPT-FR,Wasserstein,12.37126270614467
66,200,2,100,linear,Marginal-FR,Wasserstein,12.577600266095901
66,200,2,100,linear,Gaussian-FR,Wasserstein,15.347857208167538
67,200,2,100,linear,NPT-FR,Wasserstein,12.000864490802119
67,200,2,100,linear,Marginal-FR,Wasserstein,12.198470375806957
67,200,2,100,linear,Gaussian-FR,Wasserstein,15.532673020694444
68,200,2,100,linear,NPT-FR,Wasserstein,12.288688232920135
68,200,2,100,linear,Marginal-FR,Wasserstein,12.548054235173545
68,200,2,100,linear,Gaussian-FR,Wasserstein,15.581284186742211
69,200,2,100,linear,NPT-FR,Wasserstein,12.84376900351392
69,200,2,100,linear,Marginal-FR,Wasserstein,13.126949486489895
69,200,2,100,linear,Gaussian-FR,Wasserstein,16.147910235750174
70,200,2,100,linear,NPT-FR,Wasserstein,12.48974207309498
70,200,2,100,linear,Marginal-FR,Wasserstein,12.761910609366062
70,200,2,100,linear,Gaussian-FR,Wasserstein,15.837101106640963
71,200,2,100,linear,NPT-FR,Wasserstein,12.418693353155279
71,200,2,100,linear,Marginal-FR,Wasserstein,12.656313549189058
71,200,2,100,linear,Gaussian-FR,Wasserstein,15.682833975175685
72,200,2,100,linear,NPT-FR,Wasserstein,13.10346849204756
72,200,2,100,linear,Marginal-FR,Wasserstein,13.3920506181433
72,200,2,100,linear,Gaussian-FR,Wasserstein,16.5571709553234
73,200,2,100,linear,NPT-FR,Wasserstein,13.981146131895388
73,200,2,100,linear,Marginal-FR,Wasserstein,14.140286382228991
73,200,2,100,linear,Gaussian-FR,Wasserstein,17.120142027097536
74,200,2,100,linear,NPT-FR,Wasserstein,13.407307040776534
74,200,2,100,linear,Marginal-FR,Wasserstein,13.583609145930124
74,200,2,100,linear,Gaussian-FR,Wasserstein,16.634056285164764
75,200,2,100,linear,NPT-FR,Wasserstein,11.76222208887283
75,200,2,100,linear,Marginal-FR,Wasserstein,12.032971313200232
75,200,2,100,linear,Gaussian-FR,Wasserstein,14.912272379664591
76,200,2,100,linear,NPT-FR,Wasserstein,11.666293655801741
76,200,2,100,linear,Marginal-FR,Wasserstein,11.930986618086056
76,200,2,100,linear,Gaussian-FR,Wasserstein,15.094551665460589
77,200,2,100,linear,NPT-FR,Wasserstein,11.816225081162765
77,200,2,100,linear,Marginal-FR,Wasserstein,11.997142670174213
77,200,2,100,linear,Gaussian-FR,Wasserstein,15.119768708779919
78,200,2,100,linear,NPT-FR,Wasserstein,12.517310677723271
78,200,2,100,linear,Marginal-FR,Wasserstein,12.754244150788018
78,200,2,100,linear,Gaussian-FR,Wasserstein,15.49621898575095
79,200,2,100,linear,NPT-FR,Wasserstein,12.113285204352923
79,200,2,100,linear,Marginal-FR,Wasserstein,12.318853960878851
79,200,2,100,linear,Gaussian-FR,Wasserstein,15.455193027991267
80,200,2,100,linear,NPT-FR,Wasserstein,11.280696060632852
80,200,2,100,linear,Marginal-FR,Wasserstein,11.481440146176158
80,200,2,100,linear,Gaussian-FR,Wasserstein,14.551138380409828
81,200,2,100,linear,NPT-FR,Wasserstein,12.782144997239332
81,200,2,100,linear,Marginal-FR,Wasserstein,12.909805533744635
81,200,2,100,linear,Gaussian-FR,Wasserstein,15.887007708552803
82,200,2,100,linear,NPT-FR,Wasserstein,13.040190832145713
82,200,2,100,linear,Marginal-FR,Wasserstein,13.294817537895534
82,200,2,100,linear,Gaussian-FR,Wasserstein,16.235087145192423
83,200,2,100,linear,NPT-FR,Wasserstein,11.488853739579502
83,200,2,100,linear,Marginal-FR,Wasserstein,11.723964683218325
83,200,2,100,linear,Gaussian-FR,Wasserstein,14.8234940510972
84,200,2,100,linear,NPT-FR,Wasserstein,13.648658156953818
84,200,2,100,linear,Marginal-FR,Wasserstein,13.837216391854763
84,200,2,100,linear,Gaussian-FR,Wasserstein,17.130754495266135
85,200,2,100,linear,NPT-FR,Wasserstein,11.540528110047132
85,200,2,100,linear,Marginal-FR,Wasserstein,11.837793853117466
85,200,2,100,linear,Gaussian-FR,Wasserstein,14.945076328133618
86,200,2,100,linear,NPT-FR,Wasserstein,11.950248982655824
86,200,2,100,linear,Marginal-FR,Wasserstein,12.179180896221743
86,200,2,100,linear,Gaussian-FR,Wasserstein,15.264318236154278
87,200,2,100,linear,NPT-FR,Wasserstein,13.505173229728037
87,200,2,100,linear,Marginal-FR,Wasserstein,13.710588831084431
87,200,2,100,linear,Gaussian-FR,Wasserstein,16.94833236394947
88,200,2,100,linear,NPT-FR,Wasserstein,12.31572425644221
88,200,2,100,linear,Marginal-FR,Wasserstein,12.482944947072111
88,200,2,100,linear,Gaussian-FR,Wasserstein,15.44614784285238
89,200,2,100,linear,NPT-FR,Wasserstein,13.211975172261493
89,200,2,100,linear,Marginal-FR,Wasserstein,13.43777921347678
89,200,2,100,linear,Gaussian-FR,Wasserstein,16.36845755620298
90,200,2,100,linear,NPT-FR,Wasserstein,12.479684218935676
90,200,2,100,linear,Marginal-FR,Wasserstein,12.766733358783364
90,200,2,100,linear,Gaussian-FR,Wasserstein,15.827381451266303
91,200,2,100,linear,NPT-FR,Wasserstein,12.603193555912547
91,200,2,100,linear,Marginal-FR,Wasserstein,12.944230423247587
91,200,2,100,linear,Gaussian-FR,Wasserstein,15.590070801404053
92,200,2,100,linear,NPT-FR,Wasserstein,11.882729079535236
92,200,2,100,linear,Marginal-FR,Wasserstein,12.051283397684372
92,200,2,100,linear,Gaussian-FR,Wasserstein,15.287908683866302
93,200,2,100,linear,NPT-FR,Wasserstein,12.769822798450921
93,200,2,100,linear,Marginal-FR,Wasserstein,13.007399331455712
93,200,2,100,linear,Gaussian-FR,Wasserstein,15.9396504652126
94,200,2,100,linear,NPT-FR,Wasserstein,12.3587339328292
94,200,2,100,linear,Marginal-FR,Wasserstein,12.643837175853497
94,200,2,100,linear,Gaussian-FR,Wasserstein,15.54750923625334
95,200,2,100,linear,NPT-FR,Wasserstein,11.671776130447885
95,200,2,100,linear,Marginal-FR,Wasserstein,11.946358522695915
95,200,2,100,linear,Gaussian-FR,Wasserstein,14.91718532536807
96,200,2,100,linear,NPT-FR,Wasserstein,11.735336894581607
96,200,2,100,linear,Marginal-FR,Wasserstein,11.896984295777491
96,200,2,100,linear,Gaussian-FR,Wasserstein,14.937335882617605
97,200,2,100,linear,NPT-FR,Wasserstein,12.373866304380261
97,200,2,100,linear,Marginal-FR,Wasserstein,12.64558082861763
97,200,2,100,linear,Gaussian-FR,Wasserstein,15.466379799336966
98,200,2,100,linear,NPT-FR,Wasserstein,12.273444689437923
98,200,2,100,linear,Marginal-FR,Wasserstein,12.531730594865603
98,200,2,100,linear,Gaussian-FR,Wasserstein,15.64290815349921
99,200,2,100,linear,NPT-FR,Wasserstein,12.943997521375186
99,200,2,100,linear,Marginal-FR,Wasserstein,13.244538431870744
99,200,2,100,linear,Gaussian-FR,Wasserstein,16.3712366652351
0,200,2,100,nonlinear,NPT-FR,Wasserstein,11.953215939559914
0,200,2,100,nonlinear,Marginal-FR,Wasserstein,17.122884267658872
0,200,2,100,nonlinear,Gaussian-FR,Wasserstein,15.153416250135765
1,200,2,100,nonlinear,NPT-FR,Wasserstein,12.31792850426175
1,200,2,100,nonlinear,Marginal-FR,Wasserstein,17.655897685694
1,200,2,100,nonlinear,Gaussian-FR,Wasserstein,15.8193670662597
2,200,2,100,nonlinear,NPT-FR,Wasserstein,13.360141794649113
2,200,2,100,nonlinear,Marginal-FR,Wasserstein,18.38185980089633
2,200,2,100,nonlinear,Gaussian-FR,Wasserstein,16.826977479514987
3,200,2,100,nonlinear,NPT-FR,Wasserstein,11.827778360744581
3,200,2,100,nonlinear,Marginal-FR,Wasserstein,17.51801625769924
3,200,2,100,nonlinear,Gaussian-FR,Wasserstein,15.392902753403591
4,200,2,100,nonlinear,NPT-FR,Wasserstein,12.407489753854396
4,200,2,100,nonlinear,Marginal-FR,Wasserstein,17.49427941522526
4,200,2,100,nonlinear,Gaussian-FR,Wasserstein,15.89375414312118
5,200,2,100,nonlinear,NPT-FR,Wasserstein,13.180495281063651
5,200,2,100,nonlinear,Marginal-FR,Wasserstein,18.40697955191817
5,200,2,100,nonlinear,Gaussian-FR,Wasserstein,16.649303449519905
6,200,2,100,nonlinear,NPT-FR,Wasserstein,12.143924792410795
6,200,2,100,nonlinear,Marginal-FR,Wasserstein,17.359643850827123
6,200,2,100,nonlinear,Gaussian-FR,Wasserstein,15.637357472280641
7,200,2,100,nonlinear,NPT-FR,Wasserstein,12.448276440313034
7,200,2,100,nonlinear,Marginal-FR,Wasserstein,17.459814992985653
7,200,2,100,nonlinear,Gaussian-FR,Wasserstein,16.012605731536244
8,200,2,100,nonlinear,NPT-FR,Wasserstein,12.654621435222545
8,200,2,100,nonlinear,Marginal-FR,Wasserstein,18.02934991515208
8,200,2,100,nonlinear,Gaussian-FR,Wasserstein,16.19063984947762
9,200,2,100,nonlinear,NPT-FR,Wasserstein,12.90860936943116
9,200,2,100,nonlinear,Marginal-FR,Wasserstein,17.904671560022738
9,200,2,100,nonlinear,Gaussian-FR,Wasserstein,16.400064408650536
10,200,2,100,nonlinear,NPT-FR,Wasserstein,11.263375609310083
10,200,2,100,nonlinear,Marginal-FR,Wasserstein,16.560842352631184
10,200,2,100,nonlinear,Gaussian-FR,Wasserstein,14.983851385750008
11,200,2,100,nonlinear,NPT-FR,Wasserstein,12.875708082058654
11,200,2,100,nonlinear,Marginal-FR,Wasserstein,18.500525026717646
11,200,2,100,nonlinear,Gaussian-FR,Wasserstein,16.551781260436016
12,200,2,100,nonlinear,NPT-FR,Wasserstein,13.15407110127219
12,200,2,100,nonlinear,Marginal-FR,Wasserstein,18.14123720377501
12,200,2,100,nonlinear,Gaussian-FR,Wasserstein,16.783048915467393
13,200,2,100,nonlinear,NPT-FR,Wasserstein,11.903296271960075
13,200,2,100,nonlinear,Marginal-FR,Wasserstein,16.793880602374927
13,200,2,100,nonlinear,Gaussian-FR,Wasserstein,15.441614584895902
14,200,2,100,nonlinear,NPT-FR,Wasserstein,12.436114524998736
14,200,2,100,nonlinear,Marginal-FR,Wasserstein,17.560065062570967
14,200,2,100,nonlinear,Gaussian-FR,Wasserstein,16.082225209396178
15,200,2,100,nonlinear,NPT-FR,Wasserstein,12.744320681929596
15,200,2,100,nonlinear,Marginal-FR,Wasserstein,17.815992885655586
15,200,2,100,nonlinear,Gaussian-FR,Wasserstein,16.251481052475803
16,200,2,100,nonlinear,NPT-FR,Wasserstein,12.755757324195729
16,200,2,100,nonlinear,Marginal-FR,Wasserstein,17.955453952915036
16,200,2,100,nonlinear,Gaussian-FR,Wasserstein,16.52956454539597
17,200,2,100,nonlinear,NPT-FR,Wasserstein,11.810204042047314
17,200,2,100,nonlinear,Marginal-FR,Wasserstein,16.863145796599493
17,200,2,100,nonlinear,Gaussian-FR,Wasserstein,15.478348167306434
18,200,2,100,nonlinear,NPT-FR,Wasserstein,13.159464496862158
18,200,2,100,nonlinear,Marginal-FR,Wasserstein,18.594846035563396
18,200,2,100,nonlinear,Gaussian-FR,Wasserstein,16.891392510659436
19,200,2,100,nonlinear,NPT-FR,Wasserstein,13.175245331522456
19,200,2,100,nonlinear,Marginal-FR,Wasserstein,18.352567751588804
19,200,2,100,nonlinear,Gaussian-FR,Wasserstein,16.831538910693197
20,200,2,100,nonlinear,NPT-FR,Wasserstein,11.789564339125013
20,200,2,100,nonlinear,Marginal-FR,Wasserstein,16.901643230919284
20,200,2,100,nonlinear,Gaussian-FR,Wasserstein,15.118528252782253
21,200,2,100,nonlinear,NPT-FR,Wasserstein,12.860866579076161
21,200,2,100,nonlinear,Marginal-FR,Wasserstein,18.007680061854153
21,200,2,100,nonlinear,Gaussian-FR,Wasserstein,16.372236683251682
22,200,2,100,nonlinear,NPT-FR,Wasserstein,12.334477269928808
22,200,2,100,nonlinear,Marginal-FR,Wasserstein,17.818510940845865
22,200,2,100,nonlinear,Gaussian-FR,Wasserstein,16.021648826074763
23,200,2,100,nonlinear,NPT-FR,Wasserstein,12.838131917810248
23,200,2,100,nonlinear,Marginal-FR,Wasserstein,18.239938967209387
23,200,2,100,nonlinear,Gaussian-FR,Wasserstein,16.412743886797774
24,200,2,100,nonlinear,NPT-FR,Wasserstein,13.993784612738997
24,200,2,100,nonlinear,Marginal-FR,Wasserstein,19.165806887769183
24,200,2,100,nonlinear,Gaussian-FR,Wasserstein,17.52730790741469
25,200,2,100,nonlinear,NPT-FR,Wasserstein,12.270376501424208
25,200,2,100,nonlinear,Marginal-FR,Wasserstein,17.580111823274127
25,200,2,100,nonlinear,Gaussian-FR,Wasserstein,16.17145613492722
26,200,2,100,nonlinear,NPT-FR,Wasserstein,12.058987943290067
26,200,2,100,nonlinear,Marginal-FR,Wasserstein,17.009783993626428
26,200,2,100,nonlinear,Gaussian-FR,Wasserstein,15.791704120353595
27,200,2,100,nonlinear,NPT-FR,Wasserstein,13.077289924959882
27,200,2,100,nonlinear,Marginal-FR,Wasserstein,18.093375140144353
27,200,2,100,nonlinear,Gaussian-FR,Wasserstein,16.63651488932951
28,200,2,100,nonlinear,NPT-FR,Wasserstein,11.296302639685898
28,200,2,100,nonlinear,Marginal-FR,Wasserstein,16.58386303668033
28,200,2,100,nonlinear,Gaussian-FR,Wasserstein,14.95799710336555
29,200,2,100,nonlinear,NPT-FR,Wasserstein,12.819768132255115
29,200,2,100,nonlinear,Marginal-FR,Wasserstein,17.881334467386086
29,200,2,100,nonlinear,Gaussian-FR,Wasserstein,16.26373082677441
30,200,2,100,nonlinear,NPT-FR,Wasserstein,12.36346542698574
30,200,2,100,nonlinear,Marginal-FR,Wasserstein,17.51047409472464
30,200,2,100,nonlinear,Gaussian-FR,Wasserstein,15.677698972070624
31,200,2,100,nonlinear,NPT-FR,Wasserstein,12.588812773943317
31,200,2,100,nonlinear,Marginal-FR,Wasserstein,18.166983687499574
31,200,2,100,nonlinear,Gaussian-FR,Wasserstein,16.2498970232348
32,200,2,100,nonlinear,NPT-FR,Wasserstein,12.57799357855432
32,200,2,100,nonlinear,Marginal-FR,Wasserstein,18.01276072790233
32,200,2,100,nonlinear,Gaussian-FR,Wasserstein,16.08614440306629
33,200,2,100,nonlinear,NPT-FR,Wasserstein,12.28719999646686
33,200,2,100,nonlinear,Marginal-FR,Wasserstein,17.445157089298032
