rep,n,d,N,type,method,metric,value
33,100,2,100,linear,NPT-FR,Wasserstein,12.787808398556995
33,100,2,100,linear,Marginal-FR,Wasserstein,13.03181689126288
33,100,2,100,linear,Gaussian-FR,Wasserstein,15.783400090096798
34,100,2,100,linear,NPT-FR,Wasserstein,11.818836597671071
34,100,2,100,linear,Marginal-FR,Wasserstein,12.093263141601186
34,100,2,100,linear,Gaussian-FR,Wasserstein,15.229857114507544
35,100,2,100,linear,NPT-FR,Wasserstein,12.761607501129742
35,100,2,100,linear,Marginal-FR,Wasserstein,12.967497673948106
35,100,2,100,linear,Gaussian-FR,Wasserstein,16.01183114881076
36,100,2,100,linear,NPT-FR,Wasserstein,12.365095531409768
36,100,2,100,linear,Marginal-FR,Wasserstein,12.642517380639594
36,100,2,100,linear,Gaussian-FR,Wasserstein,15.647308040037183
37,100,2,100,linear,NPT-FR,Wasserstein,13.427455770796481
37,100,2,100,linear,Marginal-FR,Wasserstein,13.647159258547859
37,100,2,100,linear,Gaussian-FR,Wasserstein,16.530722584630002
38,100,2,100,linear,NPT-FR,Wasserstein,13.755968768959137
38,100,2,100,linear,Marginal-FR,Wasserstein,13.992274340528164
38,100,2,100,linear,Gaussian-FR,Wasserstein,16.91748570303589
39,100,2,100,linear,NPT-FR,Wasserstein,11.608139710300081
39,100,2,100,linear,Marginal-FR,Wasserstein,11.829260496868704
39,100,2,100,linear,Gaussian-FR,Wasserstein,14.866538061297563
40,100,2,100,linear,NPT-FR,Wasserstein,12.562887653538555
40,100,2,100,linear,Marginal-FR,Wasserstein,12.998005926800888
40,100,2,100,linear,Gaussian-FR,Wasserstein,16.426513963318108
41,100,2,100,linear,NPT-FR,Wasserstein,14.184402494541674
41,100,2,100,linear,Marginal-FR,Wasserstein,14.4379873397823
41,100,2,100,linear,Gaussian-FR,Wasserstein,17.293063934378335
42,100,2,100,linear,NPT-FR,Wasserstein,12.554675824215943
42,100,2,100,linear,Marginal-FR,Wasserstein,12.775059321025164
42,100,2,100,linear,Gaussian-FR,Wasserstein,15.677668769461128
43,100,2,100,linear,NPT-FR,Wasserstein,12.139756122644462
43,100,2,100,linear,Marginal-FR,Wasserstein,12.383976590257062
43,100,2,100,linear,Gaussian-FR,Wasserstein,15.420749494381663
44,100,2,100,linear,NPT-FR,Wasserstein,12.063613145807896
44,100,2,100,linear,Marginal-FR,Wasserstein,12.269918580968785
44,100,2,100,linear,Gaussian-FR,Wasserstein,15.246975787841798
45,100,2,100,linear,NPT-FR,Wasserstein,12.672730998093261
45,100,2,100,linear,Marginal-FR,Wasserstein,12.848807548832468
45,100,2,100,linear,Gaussian-FR,Wasserstein,16.30428869207555
46,100,2,100,linear,NPT-FR,Wasserstein,13.207127854023362
46,100,2,100,linear,Marginal-FR,Wasserstein,13.401608299310476
46,100,2,100,linear,Gaussian-FR,Wasserstein,16.25638865178209
47,100,2,100,linear,NPT-FR,Wasserstein,14.075476419900601
47,100,2,100,linear,Marginal-FR,Wasserstein,14.246529788967875
47,100,2,100,linear,Gaussian-FR,Wasserstein,17.184331259526765
48,100,2,100,linear,NPT-FR,Wasserstein,13.347301500747351
48,100,2,100,linear,Marginal-FR,Wasserstein,13.577769119194679
48,100,2,100,linear,Gaussian-FR,Wasserstein,16.62595798521552
49,100,2,100,linear,NPT-FR,Wasserstein,13.428812976696863
49,100,2,100,linear,Marginal-FR,Wasserstein,13.579877061220484
49,100,2,100,linear,Gaussian-FR,Wasserstein,16.946258026929634
50,100,2,100,linear,NPT-FR,Wasserstein,13.027799075753977
50,100,2,100,linear,Marginal-FR,Wasserstein,13.17718360494763
50,100,2,100,linear,Gaussian-FR,Wasserstein,16.03201524158233
51,100,2,100,linear,NPT-FR,Wasserstein,13.253746995160206
51,100,2,100,linear,Marginal-FR,Wasserstein,13.433387241139357
51,100,2,100,linear,Gaussian-FR,Wasserstein,16.563252143938193
52,100,2,100,linear,NPT-FR,Wasserstein,13.22286097191566
52,100,2,100,linear,Marginal-FR,Wasserstein,13.439985526026147
52,100,2,100,linear,Gaussian-FR,Wasserstein,16.567511607414346
53,100,2,100,linear,NPT-FR,Wasserstein,13.242914053068239
53,100,2,100,linear,Marginal-FR,Wasserstein,13.540779517199443
53,100,2,100,linear,Gaussian-FR,Wasserstein,16.631344017414637
54,100,2,100,linear,NPT-FR,Wasserstein,12.80463290602964
54,100,2,100,linear,Marginal-FR,Wasserstein,13.043100507994602
54,100,2,100,linear,Gaussian-FR,Wasserstein,15.901204046212461
55,100,2,100,linear,NPT-FR,Wasserstein,13.388252303570695
55,100,2,100,linear,Marginal-FR,Wasserstein,13.588222944503736
55,100,2,100,linear,Gaussian-FR,Wasserstein,16.643409461736407
56,100,2,100,linear,NPT-FR,Wasserstein,12.091927742783525
56,100,2,100,linear,Marginal-FR,Wasserstein,12.28450110020717
56,100,2,100,linear,Gaussian-FR,Wasserstein,15.423255549339018
57,100,2,100,linear,NPT-FR,Wasserstein,12.017514282559846
57,100,2,100,linear,Marginal-FR,Wasserstein,12.256784537915598
57,100,2,100,linear,Gaussian-FR,Wasserstein,15.063066876916444
58,100,2,100,linear,NPT-FR,Wasserstein,13.873792712180189
58,100,2,100,linear,Marginal-FR,Wasserstein,14.082520904673526
58,100,2,100,linear,Gaussian-FR,Wasserstein,17.04895376785507
59,100,2,100,linear,NPT-FR,Wasserstein,12.162178336771774
59,100,2,100,linear,Marginal-FR,Wasserstein,12.366098277610268
59,100,2,100,linear,Gaussian-FR,Wasserstein,15.531420093141577
60,100,2,100,linear,NPT-FR,Wasserstein,12.509899892917291
60,100,2,100,linear,Marginal-FR,Wasserstein,12.7253193559977
60,100,2,100,linear,Gaussian-FR,Wasserstein,15.783056339184979
61,100,2,100,linear,NPT-FR,Wasserstein,12.738981590395198
61,100,2,100,linear,Marginal-FR,Wasserstein,13.016850599056294
61,100,2,100,linear,Gaussian-FR,Wasserstein,16.070573902088526
62,100,2,100,linear,NPT-FR,Wasserstein,13.08164821425339
62,100,2,100,linear,Marginal-FR,Wasserstein,13.197036808926747
62,100,2,100,linear,Gaussian-FR,Wasserstein,16.389325459990562
63,100,2,100,linear,NPT-FR,Wasserstein,12.22595871161532
63,100,2,100,linear,Marginal-FR,Wasserstein,12.474314905418538
63,100,2,100,linear,Gaussian-FR,Wasserstein,15.524632025131751
64,100,2,100,linear,NPT-FR,Wasserstein,13.308776136715094
64,100,2,100,linear,Marginal-FR,Wasserstein,13.575819961087541
64,100,2,100,linear,Gaussian-FR,Wasserstein,16.312494903965874
65,100,2,100,linear,NPT-FR,Wasserstein,13.15376890966728
65,100,2,100,linear,Marginal-FR,Wasserstein,13.365773003769819
65,100,2,100,linear,Gaussian-FR,Wasserstein,16.231032184043162
66,100,2,100,linear,NPT-FR,Wasserstein,12.931174932388428
66,100,2,100,linear,Marginal-FR,Wasserstein,13.09043683732775
66,100,2,100,linear,Gaussian-FR,Wasserstein,16.302501458755028
67,100,2,100,linear,NPT-FR,Wasserstein,11.947820311409028
67,100,2,100,linear,Marginal-FR,Wasserstein,12.11061701666663
67,100,2,100,linear,Gaussian-FR,Wasserstein,15.036464938575772
68,100,2,100,linear,NPT-FR,Wasserstein,11.75060261559397
68,100,2,100,linear,Marginal-FR,Wasserstein,11.930826965932605
68,100,2,100,linear,Gaussian-FR,Wasserstein,14.999128300156867
69,100,2,100,linear,NPT-FR,Wasserstein,12.576214022426655
69,100,2,100,linear,Marginal-FR,Wasserstein,12.83688784402061
69,100,2,100,linear,Gaussian-FR,Wasserstein,15.947280915974003
70,100,2,100,linear,NPT-FR,Wasserstein,11.418541598567401
70,100,2,100,linear,Marginal-FR,Wasserstein,11.691756834864073
70,100,2,100,linear,Gaussian-FR,Wasserstein,14.916506772011749
71,100,2,100,linear,NPT-FR,Wasserstein,12.959623355239763
71,100,2,100,linear,Marginal-FR,Wasserstein,13.15028508156517
71,100,2,100,linear,Gaussian-FR,Wasserstein,16.356214356376
72,100,2,100,linear,NPT-FR,Wasserstein,11.546675289453168
72,100,2,100,linear,Marginal-FR,Wasserstein,11.76107274181554
72,100,2,100,linear,Gaussian-FR,Wasserstein,14.504764084186364
73,100,2,100,linear,NPT-FR,Wasserstein,12.877642360091057
73,100,2,100,linear,Marginal-FR,Wasserstein,12.998603545599526
73,100,2,100,linear,Gaussian-FR,Wasserstein,16.354777815356684
74,100,2,100,linear,NPT-FR,Wasserstein,11.677953344727614
74,100,2,100,linear,Marginal-FR,Wasserstein,11.816874770144736
74,100,2,100,linear,Gaussian-FR,Wasserstein,15.070603749983027
75,100,2,100,linear,NPT-FR,Wasserstein,13.34797533737015
75,100,2,100,linear,Marginal-FR,Wasserstein,13.517080205452203
75,100,2,100,linear,Gaussian-FR,Wasserstein,16.590026367799148
76,100,2,100,linear,NPT-FR,Wasserstein,12.789323828534606
76,100,2,100,linear,Marginal-FR,Wasserstein,12.976353114432888
76,100,2,100,linear,Gaussian-FR,Wasserstein,15.761713707133406
77,100,2,100,linear,NPT-FR,Wasserstein,13.246228953101298
77,100,2,100,linear,Marginal-FR,Wasserstein,13.522146124632357
77,100,2,100,linear,Gaussian-FR,Wasserstein,16.601094506531712
78,100,2,100,linear,NPT-FR,Wasserstein,14.087732298401273
78,100,2,100,linear,Marginal-FR,Wasserstein,14.302572079623529
78,100,2,100,linear,Gaussian-FR,Wasserstein,17.303310459345706
79,100,2,100,linear,NPT-FR,Wasserstein,12.82174848110325
79,100,2,100,linear,Marginal-FR,Wasserstein,12.972122403028111
79,100,2,100,linear,Gaussian-FR,Wasserstein,16.391076451196504
80,100,2,100,linear,NPT-FR,Wasserstein,11.925453353446446
80,100,2,100,linear,Marginal-FR,Wasserstein,12.113010695347207
80,100,2,100,linear,Gaussian-FR,Wasserstein,14.910000091647976
81,100,2,100,linear,NPT-FR,Wasserstein,13.427060094445872
81,100,2,100,linear,Marginal-FR,Wasserstein,13.62590545606862
81,100,2,100,linear,Gaussian-FR,Wasserstein,16.52885101566468
82,100,2,100,linear,NPT-FR,Wasserstein,12.567152545056876
82,100,2,100,linear,Marginal-FR,Wasserstein,12.826865542260784
82,100,2,100,linear,Gaussian-FR,Wasserstein,15.873311346529713
83,100,2,100,linear,NPT-FR,Wasserstein,12.350255922639654
83,100,2,100,linear,Marginal-FR,Wasserstein,12.48104411554151
83,100,2,100,linear,Gaussian-FR,Wasserstein,15.522622785893258
84,100,2,100,linear,NPT-FR,Wasserstein,11.515164691649172
84,100,2,100,linear,Marginal-FR,Wasserstein,11.767412031449437
84,100,2,100,linear,Gaussian-FR,Wasserstein,14.972483899009248
85,100,2,100,linear,NPT-FR,Wasserstein,13.228221572536228
85,100,2,100,linear,Marginal-FR,Wasserstein,13.474958666022022
85,100,2,100,linear,Gaussian-FR,Wasserstein,16.753628243693473
86,100,2,100,linear,NPT-FR,Wasserstein,12.275120874879402
86,100,2,100,linear,Marginal-FR,Wasserstein,12.440376034399556
86,100,2,100,linear,Gaussian-FR,Wasserstein,15.711455612725725
87,100,2,100,linear,NPT-FR,Wasserstein,13.124867255277943
87,100,2,100,linear,Marginal-FR,Wasserstein,13.23189169677152
87,100,2,100,linear,Gaussian-FR,Wasserstein,16.292287971791502
88,100,2,100,linear,NPT-FR,Wasserstein,11.494174400522704
88,100,2,100,linear,Marginal-FR,Wasserstein,11.726287056012902
88,100,2,100,linear,Gaussian-FR,Wasserstein,14.602030317157084
89,100,2,100,linear,NPT-FR,Wasserstein,12.259989440965077
89,100,2,100,linear,Marginal-FR,Wasserstein,12.44903309123652
89,100,2,100,linear,Gaussian-FR,Wasserstein,15.423769699783906
90,100,2,100,linear,NPT-FR,Wasserstein,12.328859576983472
90,100,2,100,linear,Marginal-FR,Wasserstein,12.55882263895265
90,100,2,100,linear,Gaussian-FR,Wasserstein,15.978265182987066
91,100,2,100,linear,NPT-FR,Wasserstein,13.31581316254576
91,100,2,100,linear,Marginal-FR,Wasserstein,13.46011233105286
91,100,2,100,linear,Gaussian-FR,Wasserstein,16.252319564502685
92,100,2,100,linear,NPT-FR,Wasserstein,13.251181747887571
92,100,2,100,linear,Marginal-FR,Wasserstein,13.47780584294921
92,100,2,100,linear,Gaussian-FR,Wasserstein,16.314778704000148
93,100,2,100,linear,NPT-FR,Wasserstein,14.499145704340703
93,100,2,100,linear,Marginal-FR,Wasserstein,14.71529620757031
93,100,2,100,linear,Gaussian-FR,Wasserstein,18.405692094246408
94,100,2,100,linear,NPT-FR,Wasserstein,11.577365547770883
94,100,2,100,linear,Marginal-FR,Wasserstein,11.770462182347364
94,100,2,100,linear,Gaussian-FR,Wasserstein,14.839653384709232
95,100,2,100,linear,NPT-FR,Wasserstein,12.024994460962223
95,100,2,100,linear,Marginal-FR,Wasserstein,12.229242699013232
95,100,2,100,linear,Gaussian-FR,Wasserstein,15.3692152030895
96,100,2,100,linear,NPT-FR,Wasserstein,11.892361358124106
96,100,2,100,linear,Marginal-FR,Wasserstein,12.162954615245322
96,100,2,100,linear,Gaussian-FR,Wasserstein,15.139257480666984
97,100,2,100,linear,NPT-FR,Wasserstein,11.74684079747114
97,100,2,100,linear,Marginal-FR,Wasserstein,11.985797762118873
97,100,2,100,linear,Gaussian-FR,Wasserstein,14.837063357801183
98,100,2,100,linear,NPT-FR,Wasserstein,13.44122057262521
98,100,2,100,linear,Marginal-FR,Wasserstein,13.716304758608002
98,100,2,100,linear,Gaussian-FR,Wasserstein,16.58032748829219
99,100,2,100,linear,NPT-FR,Wasserstein,13.143822228863062
99,100,2,100,linear,Marginal-FR,Wasserstein,13.431650657064514
99,100,2,100,linear,Gaussian-FR,Wasserstein,16.449882624017484
0,100,2,100,nonlinear,NPT-FR,Wasserstein,13.180619843801002
0,100,2,100,nonlinear,Marginal-FR,Wasserstein,18.221950224294144
0,100,2,100,nonlinear,Gaussian-FR,Wasserstein,16.956463549386328
1,100,2,100,nonlinear,NPT-FR,Wasserstein,13.389152301480058
1,100,2,100,nonlinear,Marginal-FR,Wasserstein,18.932024636587535
1,100,2,100,nonlinear,Gaussian-FR,Wasserstein,17.187811560105647
2,100,2,100,nonlinear,NPT-FR,Wasserstein,11.444385546746313
2,100,2,100,nonlinear,Marginal-FR,Wasserstein,16.34691319564327
2,100,2,100,nonlinear,Gaussian-FR,Wasserstein,14.94613424414282
3,100,2,100,nonlinear,NPT-FR,Wasserstein,13.224670136342073
3,100,2,100,nonlinear,Marginal-FR,Wasserstein,17.91300673253292
3,100,2,100,nonlinear,Gaussian-FR,Wasserstein,16.351554175879578
4,100,2,100,nonlinear,NPT-FR,Wasserstein,13.24793474586865
4,100,2,100,nonlinear,Marginal-FR,Wasserstein,18.324371956028948
4,100,2,100,nonlinear,Gaussian-FR,Wasserstein,16.722915762924146
5,100,2,100,nonlinear,NPT-FR,Wasserstein,12.426128760591281
5,100,2,100,nonlinear,Marginal-FR,Wasserstein,17.80800811546363
5,100,2,100,nonlinear,Gaussian-FR,Wasserstein,16.296466744669996
6,100,2,100,nonlinear,NPT-FR,Wasserstein,13.90657751539353
6,100,2,100,nonlinear,Marginal-FR,Wasserstein,19.26250719256969
6,100,2,100,nonlinear,Gaussian-FR,Wasserstein,17.545066052974402
7,100,2,100,nonlinear,NPT-FR,Wasserstein,12.131124697437757
7,100,2,100,nonlinear,Marginal-FR,Wasserstein,17.17307863197426
7,100,2,100,nonlinear,Gaussian-FR,Wasserstein,15.855328899233335
8,100,2,100,nonlinear,NPT-FR,Wasserstein,12.555001537947893
8,100,2,100,nonlinear,Marginal-FR,Wasserstein,17.68513541297194
8,100,2,100,nonlinear,Gaussian-FR,Wasserstein,16.383382860385435
9,100,2,100,nonlinear,NPT-FR,Wasserstein,12.88458130732783
9,100,2,100,nonlinear,Marginal-FR,Wasserstein,17.823999958103357
9,100,2,100,nonlinear,Gaussian-FR,Wasserstein,16.503164275189054
10,100,2,100,nonlinear,NPT-FR,Wasserstein,13.147932491100933
10,100,2,100,nonlinear,Marginal-FR,Wasserstein,18.697013597947343
10,100,2,100,nonlinear,Gaussian-FR,Wasserstein,16.73253042919346
11,100,2,100,nonlinear,NPT-FR,Wasserstein,11.981164108053072
11,100,2,100,nonlinear,Marginal-FR,Wasserstein,16.811911145090026
11,100,2,100,nonlinear,Gaussian-FR,Wasserstein,15.58654065137971
12,100,2,100,nonlinear,NPT-FR,Wasserstein,13.050214972233082
12,100,2,100,nonlinear,Marginal-FR,Wasserstein,18.182655708888607
12,100,2,100,nonlinear,Gaussian-FR,Wasserstein,16.3500679871558
13,100,2,100,nonlinear,NPT-FR,Wasserstein,11.895263824501857
13,100,2,100,nonlinear,Marginal-FR,Wasserstein,17.449639734024508
13,100,2,100,nonlinear,Gaussian-FR,Wasserstein,15.832956211802713
14,100,2,100,nonlinear,NPT-FR,Wasserstein,12.449627554400227
14,100,2,100,nonlinear,Marginal-FR,Wasserstein,17.78073556779328
14,100,2,100,nonlinear,Gaussian-FR,Wasserstein,16.012874137378752
15,100,2,100,nonlinear,NPT-FR,Wasserstein,12.225562411553845
15,100,2,100,nonlinear,Marginal-FR,Wasserstein,17.284732659216505
15,100,2,100,nonlinear,Gaussian-FR,Wasserstein,15.641571443421567
16,100,2,100,nonlinear,NPT-FR,Wasserstein,12.882009880367306
16,100,2,100,nonlinear,Marginal-FR,Wasserstein,17.678224818696517
16,100,2,100,nonlinear,Gaussian-FR,Wasserstein,16.32989774016522
17,100,2,100,nonlinear,NPT-FR,Wasserstein,12.600687641850365
17,100,2,100,nonlinear,Marginal-FR,Wasserstein,17.943424239526152
17,100,2,100,nonlinear,Gaussian-FR,Wasserstein,16.095777187198987
18,100,2,100,nonlinear,NPT-FR,Wasserstein,12.041295848960873
18,100,2,100,nonlinear,Marginal-FR,Wasserstein,17.05417822124325
18,100,2,100,nonlinear,Gaussian-FR,Wasserstein,15.492059920795134
19,100,2,100,nonlinear,NPT-FR,Wasserstein,12.892355055570551
19,100,2,100,nonlinear,Marginal-FR,Wasserstein,18.047553783285988
19,100,2,100,nonlinear,Gaussian-FR,Wasserstein,16.6698129838217
20,100,2,100,nonlinear,NPT-FR,Wasserstein,12.165881180733573
20,100,2,100,nonlinear,Marginal-FR,Wasserstein,17.08199947619721
20,100,2,100,nonlinear,Gaussian-FR,Wasserstein,15.47841623047773
21,100,2,100,nonlinear,NPT-FR,Wasserstein,12.38656020941167
21,100,2,100,nonlinear,Marginal-FR,Wasserstein,17.423635997783517
21,100,2,100,nonlinear,Gaussian-FR,Wasserstein,15.9745538090563
22,100,2,100,nonlinear,NPT-FR,Wasserstein,12.187080899532397
22,100,2,100,nonlinear,Marginal-FR,Wasserstein,17.581652986170308
22,100,2,100,nonlinear,Gaussian-FR,Wasserstein,15.744122487118657
23,100,2,100,nonlinear,NPT-FR,Wasserstein,11.84595414369682
23,100,2,100,nonlinear,Marginal-FR,Wasserstein,16.999779354512178
23,100,2,100,nonlinear,Gaussian-FR,Wasserstein,15.33565605965054
24,100,2,100,nonlinear,NPT-FR,Wasserstein,13.513386964637125
24,100,2,100,nonlinear,Marginal-FR,Wasserstein,18.611656126312774
24,100,2,100,nonlinear,Gaussian-FR,Wasserstein,17.34338323983892
25,100,2,100,nonlinear,NPT-FR,Wasserstein,11.871927037838393
25,100,2,100,nonlinear,Marginal-FR,Wasserstein,17.23103250291314
25,100,2,100,nonlinear,Gaussian-FR,Wasserstein,15.614138557310852
26,100,2,100,nonlinear,NPT-FR,Wasserstein,13.251313660033063
26,100,2,100,nonlinear,Marginal-FR,Wasserstein,18.38009722728352
26,100,2,100,nonlinear,Gaussian-FR,Wasserstein,16.76984340247063
27,100,2,100,nonlinear,NPT-FR,Wasserstein,13.127230186686079
27,100,2,100,nonlinear,Marginal-FR,Wasserstein,18.354245832515872
27,100,2,100,nonlinear,Gaussian-FR,Wasserstein,16.72957320792647
28,100,2,100,nonlinear,NPT-FR,Wasserstein,13.164611088019901
28,100,2,100,nonlinear,Marginal-FR,Wasserstein,18.356623350855006
28,100,2,100,nonlinear,Gaussian-FR,Wasserstein,17.041687360729746
29,100,2,100,nonlinear,NPT-FR,Wasserstein,12.224199250262705
29,100,2,100,nonlinear,Marginal-FR,Wasserstein,17.386142220731763
29,100,2,100,nonlinear,Gaussian-FR,Wasserstein,16.125122076299153
30,100,2,100,nonlinear,NPT-FR,Wasserstein,11.118795769300622
30,100,2,100,nonlinear,Marginal-FR,Wasserstein,16.35902263201347
30,100,2,100,nonlinear,Gaussian-FR,Wasserstein,14.746124644651625
31,100,2,100,nonlinear,NPT-FR,Wasserstein,12.51231077593045
31,100,2,100,nonlinear,Marginal-FR,Wasserstein,17.327420754960606
31,100,2,100,nonlinear,Gaussian-FR,Wasserstein,16.012964437102625
32,100,2,100,nonlinear,NPT-FR,Wasserstein,11.91280331997405
32,100,2,100,nonlinear,Marginal-FR,Wasserstein,17.02941235302702
32,100,2,100,nonlinear,Gaussian-FR,Wasserstein,15.642415340216525
33,100,2,100,nonlinear,NPT-FR,Wasserstein,12.137089753683387
33,100,2,100,nonlinear,Marginal-FR,Wasserstein,17.15527564240814
