rep,n,d,N,type,method,metric,value
68,100,2,100,linear,Marginal-FR,Correlation,0.020472781543737432
68,100,2,100,linear,Gaussian-FR,Marginal,6.724660700943154
68,100,2,100,linear,Gaussian-FR,Correlation,0.006119533794379069
69,100,2,100,linear,NPT-FR,Marginal,5.7825281397389965
69,100,2,100,linear,NPT-FR,Correlation,0.0054038630654935985
69,100,2,100,linear,Marginal-FR,Marginal,5.7825281397389965
69,100,2,100,linear,Marginal-FR,Correlation,0.02083598120539243
69,100,2,100,linear,Gaussian-FR,Marginal,7.187633274330139
69,100,2,100,linear,Gaussian-FR,Correlation,0.005458834375173535
70,100,2,100,linear,NPT-FR,Marginal,5.274714445856278
70,100,2,100,linear,NPT-FR,Correlation,0.0051597487453184845
70,100,2,100,linear,Marginal-FR,Marginal,5.274714445856278
70,100,2,100,linear,Marginal-FR,Correlation,0.02048660091797405
70,100,2,100,linear,Gaussian-FR,Marginal,6.722012574062997
70,100,2,100,linear,Gaussian-FR,Correlation,0.005815656480527462
71,100,2,100,linear,NPT-FR,Marginal,5.962024350051523
71,100,2,100,linear,NPT-FR,Correlation,0.0062697847012234565
71,100,2,100,linear,Marginal-FR,Marginal,5.962024350051523
71,100,2,100,linear,Marginal-FR,Correlation,0.023114591847075778
71,100,2,100,linear,Gaussian-FR,Marginal,7.372121063549784
71,100,2,100,linear,Gaussian-FR,Correlation,0.0062805977571325795
72,100,2,100,linear,NPT-FR,Marginal,5.320364635495096
72,100,2,100,linear,NPT-FR,Correlation,0.005720964965530968
72,100,2,100,linear,Marginal-FR,Marginal,5.320364635495096
72,100,2,100,linear,Marginal-FR,Correlation,0.020521870123321868
72,100,2,100,linear,Gaussian-FR,Marginal,6.5111053095954405
72,100,2,100,linear,Gaussian-FR,Correlation,0.005733577604233324
73,100,2,100,linear,NPT-FR,Marginal,5.9363025469531925
73,100,2,100,linear,NPT-FR,Correlation,0.005274764127437309
73,100,2,100,linear,Marginal-FR,Marginal,5.9363025469531925
73,100,2,100,linear,Marginal-FR,Correlation,0.01872495498117859
73,100,2,100,linear,Gaussian-FR,Marginal,7.397104102374365
73,100,2,100,linear,Gaussian-FR,Correlation,0.005328090885381027
74,100,2,100,linear,NPT-FR,Marginal,5.418718783380908
74,100,2,100,linear,NPT-FR,Correlation,0.006513164053160043
74,100,2,100,linear,Marginal-FR,Marginal,5.418718783380908
74,100,2,100,linear,Marginal-FR,Correlation,0.02073624604450367
74,100,2,100,linear,Gaussian-FR,Marginal,6.83871581075099
74,100,2,100,linear,Gaussian-FR,Correlation,0.006038944125951742
75,100,2,100,linear,NPT-FR,Marginal,6.1596153883644105
75,100,2,100,linear,NPT-FR,Correlation,0.0052979999533900105
75,100,2,100,linear,Marginal-FR,Marginal,6.1596153883644105
75,100,2,100,linear,Marginal-FR,Correlation,0.020421252898927197
75,100,2,100,linear,Gaussian-FR,Marginal,7.538558822148449
75,100,2,100,linear,Gaussian-FR,Correlation,0.005337630619800629
76,100,2,100,linear,NPT-FR,Marginal,5.867335192118329
76,100,2,100,linear,NPT-FR,Correlation,0.00545281314195166
76,100,2,100,linear,Marginal-FR,Marginal,5.867335192118329
76,100,2,100,linear,Marginal-FR,Correlation,0.022337870031120644
76,100,2,100,linear,Gaussian-FR,Marginal,7.097497196601007
76,100,2,100,linear,Gaussian-FR,Correlation,0.005787520927934352
77,100,2,100,linear,NPT-FR,Marginal,6.122460188942756
77,100,2,100,linear,NPT-FR,Correlation,0.005914789855731918
77,100,2,100,linear,Marginal-FR,Marginal,6.122460188942756
77,100,2,100,linear,Marginal-FR,Correlation,0.02150913254806069
77,100,2,100,linear,Gaussian-FR,Marginal,7.47849208079235
77,100,2,100,linear,Gaussian-FR,Correlation,0.0060898319299652025
78,100,2,100,linear,NPT-FR,Marginal,6.477464605851582
78,100,2,100,linear,NPT-FR,Correlation,0.005466542186600328
78,100,2,100,linear,Marginal-FR,Marginal,6.477464605851582
78,100,2,100,linear,Marginal-FR,Correlation,0.023239837245354014
78,100,2,100,linear,Gaussian-FR,Marginal,7.791435549666586
78,100,2,100,linear,Gaussian-FR,Correlation,0.005737808854521994
79,100,2,100,linear,NPT-FR,Marginal,5.864199690351445
79,100,2,100,linear,NPT-FR,Correlation,0.005763470780246202
79,100,2,100,linear,Marginal-FR,Marginal,5.864199690351445
79,100,2,100,linear,Marginal-FR,Correlation,0.020553499642025436
79,100,2,100,linear,Gaussian-FR,Marginal,7.35387919061516
79,100,2,100,linear,Gaussian-FR,Correlation,0.00533689123429483
80,100,2,100,linear,NPT-FR,Marginal,5.521442428115129
80,100,2,100,linear,NPT-FR,Correlation,0.005701196212229231
80,100,2,100,linear,Marginal-FR,Marginal,5.521442428115129
80,100,2,100,linear,Marginal-FR,Correlation,0.019721535316771455
80,100,2,100,linear,Gaussian-FR,Marginal,6.7381209266505255
80,100,2,100,linear,Gaussian-FR,Correlation,0.005770614700728766
81,100,2,100,linear,NPT-FR,Marginal,6.202217611165981
81,100,2,100,linear,NPT-FR,Correlation,0.005852400810486664
81,100,2,100,linear,Marginal-FR,Marginal,6.202217611165981
81,100,2,100,linear,Marginal-FR,Correlation,0.02041765429055974
81,100,2,100,linear,Gaussian-FR,Marginal,7.453970222804651
81,100,2,100,linear,Gaussian-FR,Correlation,0.005828840623050547
82,100,2,100,linear,NPT-FR,Marginal,5.769305418210361
82,100,2,100,linear,NPT-FR,Correlation,0.005929039412053487
82,100,2,100,linear,Marginal-FR,Marginal,5.769305418210361
82,100,2,100,linear,Marginal-FR,Correlation,0.02222255103711129
82,100,2,100,linear,Gaussian-FR,Marginal,7.133968413121931
82,100,2,100,linear,Gaussian-FR,Correlation,0.0062290395757100365
83,100,2,100,linear,NPT-FR,Marginal,5.675971963247136
83,100,2,100,linear,NPT-FR,Correlation,0.005274785420303802
83,100,2,100,linear,Marginal-FR,Marginal,5.675971963247136
83,100,2,100,linear,Marginal-FR,Correlation,0.020446138496821614
83,100,2,100,linear,Gaussian-FR,Marginal,6.992058210095358
83,100,2,100,linear,Gaussian-FR,Correlation,0.005376922888096458
84,100,2,100,linear,NPT-FR,Marginal,5.298792818911128
84,100,2,100,linear,NPT-FR,Correlation,0.004989793053988496
84,100,2,100,linear,Marginal-FR,Marginal,5.298792818911128
84,100,2,100,linear,Marginal-FR,Correlation,0.020105292208454233
84,100,2,100,linear,Gaussian-FR,Marginal,6.733428006324593
84,100,2,100,linear,Gaussian-FR,Correlation,0.005094304153928126
85,100,2,100,linear,NPT-FR,Marginal,6.160619548543095
85,100,2,100,linear,NPT-FR,Correlation,0.00540172948774131
85,100,2,100,linear,Marginal-FR,Marginal,6.160619548543095
85,100,2,100,linear,Marginal-FR,Correlation,0.02172141128699063
85,100,2,100,linear,Gaussian-FR,Marginal,7.610264201580506
85,100,2,100,linear,Gaussian-FR,Correlation,0.006075695426335458
86,100,2,100,linear,NPT-FR,Marginal,5.6443507733325085
86,100,2,100,linear,NPT-FR,Correlation,0.0056868985018251736
86,100,2,100,linear,Marginal-FR,Marginal,5.6443507733325085
86,100,2,100,linear,Marginal-FR,Correlation,0.021175672649990346
86,100,2,100,linear,Gaussian-FR,Marginal,7.088693983223397
86,100,2,100,linear,Gaussian-FR,Correlation,0.005580782532642251
87,100,2,100,linear,NPT-FR,Marginal,6.022150157046429
87,100,2,100,linear,NPT-FR,Correlation,0.006876385090229368
87,100,2,100,linear,Marginal-FR,Marginal,6.022150157046429
87,100,2,100,linear,Marginal-FR,Correlation,0.021753015196111083
87,100,2,100,linear,Gaussian-FR,Marginal,7.328509732525809
87,100,2,100,linear,Gaussian-FR,Correlation,0.008068526796500414
88,100,2,100,linear,NPT-FR,Marginal,5.305324009273326
88,100,2,100,linear,NPT-FR,Correlation,0.005258091925123505
88,100,2,100,linear,Marginal-FR,Marginal,5.305324009273326
88,100,2,100,linear,Marginal-FR,Correlation,0.020902143307011945
88,100,2,100,linear,Gaussian-FR,Marginal,6.572620826721904
88,100,2,100,linear,Gaussian-FR,Correlation,0.0057084860562790956
89,100,2,100,linear,NPT-FR,Marginal,5.6068866457062665
89,100,2,100,linear,NPT-FR,Correlation,0.006313812372675988
89,100,2,100,linear,Marginal-FR,Marginal,5.6068866457062665
89,100,2,100,linear,Marginal-FR,Correlation,0.02078380463861927
89,100,2,100,linear,Gaussian-FR,Marginal,6.903400682077168
89,100,2,100,linear,Gaussian-FR,Correlation,0.00596877408515298
90,100,2,100,linear,NPT-FR,Marginal,5.727856967538223
90,100,2,100,linear,NPT-FR,Correlation,0.005841074103072588
90,100,2,100,linear,Marginal-FR,Marginal,5.727856967538223
90,100,2,100,linear,Marginal-FR,Correlation,0.021467101536036273
90,100,2,100,linear,Gaussian-FR,Marginal,7.232997814339532
90,100,2,100,linear,Gaussian-FR,Correlation,0.006984963286683524
91,100,2,100,linear,NPT-FR,Marginal,6.1113751133368
91,100,2,100,linear,NPT-FR,Correlation,0.005115418839188947
91,100,2,100,linear,Marginal-FR,Marginal,6.1113751133368
91,100,2,100,linear,Marginal-FR,Correlation,0.019025821357806512
91,100,2,100,linear,Gaussian-FR,Marginal,7.2889039883304125
91,100,2,100,linear,Gaussian-FR,Correlation,0.005513754492466944
92,100,2,100,linear,NPT-FR,Marginal,6.103905979778346
92,100,2,100,linear,NPT-FR,Correlation,0.005773942354213198
92,100,2,100,linear,Marginal-FR,Marginal,6.103905979778346
92,100,2,100,linear,Marginal-FR,Correlation,0.02122329579054992
92,100,2,100,linear,Gaussian-FR,Marginal,7.325783278923588
92,100,2,100,linear,Gaussian-FR,Correlation,0.006131252092304458
93,100,2,100,linear,NPT-FR,Marginal,6.733972020781922
93,100,2,100,linear,NPT-FR,Correlation,0.005002071101762022
93,100,2,100,linear,Marginal-FR,Marginal,6.733972020781922
93,100,2,100,linear,Marginal-FR,Correlation,0.018816704887018986
93,100,2,100,linear,Gaussian-FR,Marginal,8.399327728099095
93,100,2,100,linear,Gaussian-FR,Correlation,0.0050555406221571815
94,100,2,100,linear,NPT-FR,Marginal,5.307158566994809
94,100,2,100,linear,NPT-FR,Correlation,0.005696232335910746
94,100,2,100,linear,Marginal-FR,Marginal,5.307158566994809
94,100,2,100,linear,Marginal-FR,Correlation,0.018707459818798056
94,100,2,100,linear,Gaussian-FR,Marginal,6.642276733040003
94,100,2,100,linear,Gaussian-FR,Correlation,0.005921756288820908
95,100,2,100,linear,NPT-FR,Marginal,5.511976286066406
95,100,2,100,linear,NPT-FR,Correlation,0.005404269838741852
95,100,2,100,linear,Marginal-FR,Marginal,5.511976286066406
95,100,2,100,linear,Marginal-FR,Correlation,0.021915093376249452
95,100,2,100,linear,Gaussian-FR,Marginal,6.926449274929739
95,100,2,100,linear,Gaussian-FR,Correlation,0.0057010701373242005
96,100,2,100,linear,NPT-FR,Marginal,5.456840120404798
96,100,2,100,linear,NPT-FR,Correlation,0.0057572727542637295
96,100,2,100,linear,Marginal-FR,Marginal,5.456840120404798
96,100,2,100,linear,Marginal-FR,Correlation,0.020725295495336388
96,100,2,100,linear,Gaussian-FR,Marginal,6.779643671433314
96,100,2,100,linear,Gaussian-FR,Correlation,0.0064166329606508985
97,100,2,100,linear,NPT-FR,Marginal,5.413637613864031
97,100,2,100,linear,NPT-FR,Correlation,0.005175952285567446
97,100,2,100,linear,Marginal-FR,Marginal,5.413637613864031
97,100,2,100,linear,Marginal-FR,Correlation,0.021211262767213024
97,100,2,100,linear,Gaussian-FR,Marginal,6.697585593727189
97,100,2,100,linear,Gaussian-FR,Correlation,0.004905456824023408
98,100,2,100,linear,NPT-FR,Marginal,6.250427801034682
98,100,2,100,linear,NPT-FR,Correlation,0.005581179191436702
98,100,2,100,linear,Marginal-FR,Marginal,6.250427801034682
98,100,2,100,linear,Marginal-FR,Correlation,0.020823370019471012
98,100,2,100,linear,Gaussian-FR,Marginal,7.521478448852697
98,100,2,100,linear,Gaussian-FR,Correlation,0.005517031592590514
99,100,2,100,linear,NPT-FR,Marginal,6.118227217411259
99,100,2,100,linear,NPT-FR,Correlation,0.005595505213593714
99,100,2,100,linear,Marginal-FR,Marginal,6.118227217411259
99,100,2,100,linear,Marginal-FR,Correlation,0.020349055798769854
99,100,2,100,linear,Gaussian-FR,Marginal,7.495913707283005
99,100,2,100,linear,Gaussian-FR,Correlation,0.005830736720011658
0,100,2,100,nonlinear,NPT-FR,Marginal,6.132144112800379
0,100,2,100,nonlinear,NPT-FR,Correlation,0.005203401140005518
0,100,2,100,nonlinear,Marginal-FR,Marginal,6.132144112800379
0,100,2,100,nonlinear,Marginal-FR,Correlation,0.37329914108239487
0,100,2,100,nonlinear,Gaussian-FR,Marginal,7.548284123300011
0,100,2,100,nonlinear,Gaussian-FR,Correlation,0.02901780573176391
1,100,2,100,nonlinear,NPT-FR,Marginal,6.191639409642265
1,100,2,100,nonlinear,NPT-FR,Correlation,0.006099473139400199
1,100,2,100,nonlinear,Marginal-FR,Marginal,6.191639409642265
1,100,2,100,nonlinear,Marginal-FR,Correlation,0.38641434100266
1,100,2,100,nonlinear,Gaussian-FR,Marginal,7.628902636350672
1,100,2,100,nonlinear,Gaussian-FR,Correlation,0.02319108108371409
2,100,2,100,nonlinear,NPT-FR,Marginal,5.250759713634899
2,100,2,100,nonlinear,NPT-FR,Correlation,0.005822840371103837
2,100,2,100,nonlinear,Marginal-FR,Marginal,5.250759713634899
2,100,2,100,nonlinear,Marginal-FR,Correlation,0.3430975820711129
2,100,2,100,nonlinear,Gaussian-FR,Marginal,6.689682075442121
2,100,2,100,nonlinear,Gaussian-FR,Correlation,0.01474755564583124
3,100,2,100,nonlinear,NPT-FR,Marginal,6.101678727361737
3,100,2,100,nonlinear,NPT-FR,Correlation,0.00614644901046013
3,100,2,100,nonlinear,Marginal-FR,Marginal,6.101678727361737
3,100,2,100,nonlinear,Marginal-FR,Correlation,0.36809533982204673
3,100,2,100,nonlinear,Gaussian-FR,Marginal,7.277136052204952
3,100,2,100,nonlinear,Gaussian-FR,Correlation,0.02482773371406852
4,100,2,100,nonlinear,NPT-FR,Marginal,6.157779564916677
4,100,2,100,nonlinear,NPT-FR,Correlation,0.006455997932130773
4,100,2,100,nonlinear,Marginal-FR,Marginal,6.157779564916677
4,100,2,100,nonlinear,Marginal-FR,Correlation,0.36718033750161033
4,100,2,100,nonlinear,Gaussian-FR,Marginal,7.4896566963013225
4,100,2,100,nonlinear,Gaussian-FR,Correlation,0.022633908733433555
5,100,2,100,nonlinear,NPT-FR,Marginal,5.763231439598719
5,100,2,100,nonlinear,NPT-FR,Correlation,0.005292540153248265
5,100,2,100,nonlinear,Marginal-FR,Marginal,5.763231439598719
5,100,2,100,nonlinear,Marginal-FR,Correlation,0.3797656857747054
5,100,2,100,nonlinear,Gaussian-FR,Marginal,7.264538636184823
5,100,2,100,nonlinear,Gaussian-FR,Correlation,0.020878470335466907
6,100,2,100,nonlinear,NPT-FR,Marginal,6.438047624738128
6,100,2,100,nonlinear,NPT-FR,Correlation,0.0053314352620490455
6,100,2,100,nonlinear,Marginal-FR,Marginal,6.438047624738128
6,100,2,100,nonlinear,Marginal-FR,Correlation,0.3786180519590589
6,100,2,100,nonlinear,Gaussian-FR,Marginal,7.7991748121198565
6,100,2,100,nonlinear,Gaussian-FR,Correlation,0.025031078430642673
7,100,2,100,nonlinear,NPT-FR,Marginal,5.630192750693229
7,100,2,100,nonlinear,NPT-FR,Correlation,0.005805526345921468
7,100,2,100,nonlinear,Marginal-FR,Marginal,5.630192750693229
7,100,2,100,nonlinear,Marginal-FR,Correlation,0.37026240923019643
7,100,2,100,nonlinear,Gaussian-FR,Marginal,7.106315595744713
7,100,2,100,nonlinear,Gaussian-FR,Correlation,0.02187620633186324
8,100,2,100,nonlinear,NPT-FR,Marginal,5.8192155890262995
8,100,2,100,nonlinear,NPT-FR,Correlation,0.0055551566745265365
8,100,2,100,nonlinear,Marginal-FR,Marginal,5.8192155890262995
8,100,2,100,nonlinear,Marginal-FR,Correlation,0.3712962074609041
8,100,2,100,nonlinear,Gaussian-FR,Marginal,7.326556179480262
8,100,2,100,nonlinear,Gaussian-FR,Correlation,0.025155121547136387
9,100,2,100,nonlinear,NPT-FR,Marginal,5.99880336203212
9,100,2,100,nonlinear,NPT-FR,Correlation,0.005807745612022046
9,100,2,100,nonlinear,Marginal-FR,Marginal,5.99880336203212
9,100,2,100,nonlinear,Marginal-FR,Correlation,0.3709695116406289
9,100,2,100,nonlinear,Gaussian-FR,Marginal,7.409790121858261
9,100,2,100,nonlinear,Gaussian-FR,Correlation,0.021517759625456358
10,100,2,100,nonlinear,NPT-FR,Marginal,6.08612560235605
10,100,2,100,nonlinear,NPT-FR,Correlation,0.0065959292337434295
10,100,2,100,nonlinear,Marginal-FR,Marginal,6.08612560235605
10,100,2,100,nonlinear,Marginal-FR,Correlation,0.3830177595001214
10,100,2,100,nonlinear,Gaussian-FR,Marginal,7.482752178317863
10,100,2,100,nonlinear,Gaussian-FR,Correlation,0.02339110636576566
11,100,2,100,nonlinear,NPT-FR,Marginal,5.59561848650008
11,100,2,100,nonlinear,NPT-FR,Correlation,0.005848083394450408
11,100,2,100,nonlinear,Marginal-FR,Marginal,5.59561848650008
11,100,2,100,nonlinear,Marginal-FR,Correlation,0.3515409420484394
11,100,2,100,nonlinear,Gaussian-FR,Marginal,7.014180420521521
11,100,2,100,nonlinear,Gaussian-FR,Correlation,0.016127873504349608
12,100,2,100,nonlinear,NPT-FR,Marginal,6.07117766623116
12,100,2,100,nonlinear,NPT-FR,Correlation,0.005116819987386187
12,100,2,100,nonlinear,Marginal-FR,Marginal,6.07117766623116
12,100,2,100,nonlinear,Marginal-FR,Correlation,0.3772829976750394
12,100,2,100,nonlinear,Gaussian-FR,Marginal,7.358966299771254
12,100,2,100,nonlinear,Gaussian-FR,Correlation,0.019192444475200972
13,100,2,100,nonlinear,NPT-FR,Marginal,5.5226295575058675
13,100,2,100,nonlinear,NPT-FR,Correlation,0.005797603492945057
13,100,2,100,nonlinear,Marginal-FR,Marginal,5.5226295575058675
13,100,2,100,nonlinear,Marginal-FR,Correlation,0.382010017315856
13,100,2,100,nonlinear,Gaussian-FR,Marginal,7.0388318618981485
13,100,2,100,nonlinear,Gaussian-FR,Correlation,0.025618980822872353
14,100,2,100,nonlinear,NPT-FR,Marginal,5.7833024491214875
14,100,2,100,nonlinear,NPT-FR,Correlation,0.005389359186471307
14,100,2,100,nonlinear,Marginal-FR,Marginal,5.7833024491214875
14,100,2,100,nonlinear,Marginal-FR,Correlation,0.38258316646395046
14,100,2,100,nonlinear,Gaussian-FR,Marginal,7.101040834665422
14,100,2,100,nonlinear,Gaussian-FR,Correlation,0.028723028759636043
15,100,2,100,nonlinear,NPT-FR,Marginal,5.645841364394956
15,100,2,100,nonlinear,NPT-FR,Correlation,0.006298251754090055
15,100,2,100,nonlinear,Marginal-FR,Marginal,5.645841364394956
15,100,2,100,nonlinear,Marginal-FR,Correlation,0.3657839278561452
15,100,2,100,nonlinear,Gaussian-FR,Marginal,6.981216587223491
15,100,2,100,nonlinear,Gaussian-FR,Correlation,0.0215546765236338
16,100,2,100,nonlinear,NPT-FR,Marginal,5.968672858609818
16,100,2,100,nonlinear,NPT-FR,Correlation,0.004612167023898627
16,100,2,100,nonlinear,Marginal-FR,Marginal,5.968672858609818
16,100,2,100,nonlinear,Marginal-FR,Correlation,0.3705803247297871
16,100,2,100,nonlinear,Gaussian-FR,Marginal,7.253976761612304
16,100,2,100,nonlinear,Gaussian-FR,Correlation,0.021374259721518622
17,100,2,100,nonlinear,NPT-FR,Marginal,5.885137505971718
17,100,2,100,nonlinear,NPT-FR,Correlation,0.0056141762481834055
17,100,2,100,nonlinear,Marginal-FR,Marginal,5.885137505971718
17,100,2,100,nonlinear,Marginal-FR,Correlation,0.38039456751619727
17,100,2,100,nonlinear,Gaussian-FR,Marginal,7.2442372451492565
17,100,2,100,nonlinear,Gaussian-FR,Correlation,0.018259678252254663
18,100,2,100,nonlinear,NPT-FR,Marginal,5.543491270735755
18,100,2,100,nonlinear,NPT-FR,Correlation,0.0065165892742265865
18,100,2,100,nonlinear,Marginal-FR,Marginal,5.543491270735755
18,100,2,100,nonlinear,Marginal-FR,Correlation,0.3595965780911875
18,100,2,100,nonlinear,Gaussian-FR,Marginal,6.874997631873078
18,100,2,100,nonlinear,Gaussian-FR,Correlation,0.023221798308321155
19,100,2,100,nonlinear,NPT-FR,Marginal,5.959101700582056
19,100,2,100,nonlinear,NPT-FR,Correlation,0.005407395460166991
19,100,2,100,nonlinear,Marginal-FR,Marginal,5.959101700582056
19,100,2,100,nonlinear,Marginal-FR,Correlation,0.37121233781003155
19,100,2,100,nonlinear,Gaussian-FR,Marginal,7.486234840333619
19,100,2,100,nonlinear,Gaussian-FR,Correlation,0.018275723442668125
20,100,2,100,nonlinear,NPT-FR,Marginal,5.61070869588057
20,100,2,100,nonlinear,NPT-FR,Correlation,0.006398291867899684
20,100,2,100,nonlinear,Marginal-FR,Marginal,5.61070869588057
20,100,2,100,nonlinear,Marginal-FR,Correlation,0.3687403141326685
20,100,2,100,nonlinear,Gaussian-FR,Marginal,6.862746812730989
20,100,2,100,nonlinear,Gaussian-FR,Correlation,0.02219187911626184
21,100,2,100,nonlinear,NPT-FR,Marginal,5.737268337834486
21,100,2,100,nonlinear,NPT-FR,Correlation,0.005530769897056711
21,100,2,100,nonlinear,Marginal-FR,Marginal,5.737268337834486
21,100,2,100,nonlinear,Marginal-FR,Correlation,0.36564896879558184
21,100,2,100,nonlinear,Gaussian-FR,Marginal,7.1027179277812955
21,100,2,100,nonlinear,Gaussian-FR,Correlation,0.02209201115433123
22,100,2,100,nonlinear,NPT-FR,Marginal,5.654699124792602
22,100,2,100,nonlinear,NPT-FR,Correlation,0.005841174389911815
22,100,2,100,nonlinear,Marginal-FR,Marginal,5.654699124792602
22,100,2,100,nonlinear,Marginal-FR,Correlation,0.39241887160384253
22,100,2,100,nonlinear,Gaussian-FR,Marginal,7.022777108600106
22,100,2,100,nonlinear,Gaussian-FR,Correlation,0.01932957945692908
23,100,2,100,nonlinear,NPT-FR,Marginal,5.518773728997267
23,100,2,100,nonlinear,NPT-FR,Correlation,0.005024238025081625
23,100,2,100,nonlinear,Marginal-FR,Marginal,5.518773728997267
23,100,2,100,nonlinear,Marginal-FR,Correlation,0.38643983403084053
23,100,2,100,nonlinear,Gaussian-FR,Marginal,6.914907419693542
23,100,2,100,nonlinear,Gaussian-FR,Correlation,0.014058294126326993
24,100,2,100,nonlinear,NPT-FR,Marginal,6.298415782819443
24,100,2,100,nonlinear,NPT-FR,Correlation,0.006887379760650729
24,100,2,100,nonlinear,Marginal-FR,Marginal,6.298415782819443
24,100,2,100,nonlinear,Marginal-FR,Correlation,0.36571195825873465
24,100,2,100,nonlinear,Gaussian-FR,Marginal,7.8412693543578085
24,100,2,100,nonlinear,Gaussian-FR,Correlation,0.015487258991129845
25,100,2,100,nonlinear,NPT-FR,Marginal,5.460084461161642
25,100,2,100,nonlinear,NPT-FR,Correlation,0.005479062173069461
25,100,2,100,nonlinear,Marginal-FR,Marginal,5.460084461161642
25,100,2,100,nonlinear,Marginal-FR,Correlation,0.37270938746774573
25,100,2,100,nonlinear,Gaussian-FR,Marginal,6.911042012593787
25,100,2,100,nonlinear,Gaussian-FR,Correlation,0.019889394940032876
26,100,2,100,nonlinear,NPT-FR,Marginal,6.159899496424684
26,100,2,100,nonlinear,NPT-FR,Correlation,0.0059784352393856014
26,100,2,100,nonlinear,Marginal-FR,Marginal,6.159899496424684
26,100,2,100,nonlinear,Marginal-FR,Correlation,0.38229349125191053
26,100,2,100,nonlinear,Gaussian-FR,Marginal,7.495722341617293
26,100,2,100,nonlinear,Gaussian-FR,Correlation,0.02738624783845815
27,100,2,100,nonlinear,NPT-FR,Marginal,6.0998460673347115
27,100,2,100,nonlinear,NPT-FR,Correlation,0.005942197215489236
27,100,2,100,nonlinear,Marginal-FR,Marginal,6.0998460673347115
27,100,2,100,nonlinear,Marginal-FR,Correlation,0.37906397777689427
27,100,2,100,nonlinear,Gaussian-FR,Marginal,7.577431513273772
27,100,2,100,nonlinear,Gaussian-FR,Correlation,0.01600167181068604
28,100,2,100,nonlinear,NPT-FR,Marginal,6.13193556315012
28,100,2,100,nonlinear,NPT-FR,Correlation,0.006163169070724029
28,100,2,100,nonlinear,Marginal-FR,Marginal,6.13193556315012
28,100,2,100,nonlinear,Marginal-FR,Correlation,0.3732616776779074
28,100,2,100,nonlinear,Gaussian-FR,Marginal,7.594240929118236
28,100,2,100,nonlinear,Gaussian-FR,Correlation,0.031646235145634416
29,100,2,100,nonlinear,NPT-FR,Marginal,5.690116272727201
29,100,2,100,nonlinear,NPT-FR,Correlation,0.006576837951691349
29,100,2,100,nonlinear,Marginal-FR,Marginal,5.690116272727201
29,100,2,100,nonlinear,Marginal-FR,Correlation,0.3686873121800957
29,100,2,100,nonlinear,Gaussian-FR,Marginal,7.15823334301705
29,100,2,100,nonlinear,Gaussian-FR,Correlation,0.0261157841246527
30,100,2,100,nonlinear,NPT-FR,Marginal,5.09717775984471
30,100,2,100,nonlinear,NPT-FR,Correlation,0.005820439045017992
30,100,2,100,nonlinear,Marginal-FR,Marginal,5.09717775984471
30,100,2,100,nonlinear,Marginal-FR,Correlation,0.3858910651139546
30,100,2,100,nonlinear,Gaussian-FR,Marginal,6.5285317005647325
30,100,2,100,nonlinear,Gaussian-FR,Correlation,0.023052251457482745
31,100,2,100,nonlinear,NPT-FR,Marginal,5.774165804796102
31,100,2,100,nonlinear,NPT-FR,Correlation,0.005551337888431503
31,100,2,100,nonlinear,Marginal-FR,Marginal,5.774165804796102
31,100,2,100,nonlinear,Marginal-FR,Correlation,0.3615591359538955
31,100,2,100,nonlinear,Gaussian-FR,Marginal,7.15166714804351
31,100,2,100,nonlinear,Gaussian-FR,Correlation,0.021553667160262132
32,100,2,100,nonlinear,NPT-FR,Marginal,5.470555299725197
32,100,2,100,nonlinear,NPT-FR,Correlation,0.005643439253831454
32,100,2,100,nonlinear,Marginal-FR,Marginal,5.470555299725197
32,100,2,100,nonlinear,Marginal-FR,Correlation,0.37094246580041984
32,100,2,100,nonlinear,Gaussian-FR,Marginal,6.97087991798432
32,100,2,100,nonlinear,Gaussian-FR,Correlation,0.017743580619569488
33,100,2,100,nonlinear,NPT-FR,Marginal,5.599091408391626
33,100,2,100,nonlinear,NPT-FR,Correlation,0.006388561614968768
33,100,2,100,nonlinear,Marginal-FR,Marginal,5.599091408391626
33,100,2,100,nonlinear,Marginal-FR,Correlation,0.37215578503351704
33,100,2,100,nonlinear,Gaussian-FR,Marginal,7.017130666475575
33,100,2,100,nonlinear,Gaussian-FR,Correlation,0.02412233526735362
34,100,2,100,nonlinear,NPT-FR,Marginal,5.817896883618644
34,100,2,100,nonlinear,NPT-FR,Correlation,0.004904933651375024
34,100,2,100,nonlinear,Marginal-FR,Marginal,5.817896883618644
34,100,2,100,nonlinear,Marginal-FR,Correlation,0.3741176546368557
34,100,2,100,nonlinear,Gaussian-FR,Marginal,7.371445754655875
34,100,2,100,nonlinear,Gaussian-FR,Correlation,0.027445156353147693
35,100,2,100,nonlinear,NPT-FR,Marginal,5.641174940449071
35,100,2,100,nonlinear,NPT-FR,Correlation,0.004770630666043245
35,100,2,100,nonlinear,Marginal-FR,Marginal,5.641174940449071
35,100,2,100,nonlinear,Marginal-FR,Correlation,0.3676413053309846
35,100,2,100,nonlinear,Gaussian-FR,Marginal,7.072744759812528
35,100,2,100,nonlinear,Gaussian-FR,Correlation,0.01797662265886986
36,100,2,100,nonlinear,NPT-FR,Marginal,6.258327958083399
36,100,2,100,nonlinear,NPT-FR,Correlation,0.005042797274320071
36,100,2,100,nonlinear,Marginal-FR,Marginal,6.258327958083399
