rep,n,d,N,type,method,metric,value
33,50,2,100,nonlinear,NPT-FR,Wasserstein,13.56632874999096
33,50,2,100,nonlinear,Marginal-FR,Wasserstein,18.9893794144922
33,50,2,100,nonlinear,Gaussian-FR,Wasserstein,17.335723155316717
34,50,2,100,nonlinear,NPT-FR,Wasserstein,12.962383432200674
34,50,2,100,nonlinear,Marginal-FR,Wasserstein,18.01360706989504
34,50,2,100,nonlinear,Gaussian-FR,Wasserstein,16.45927805259121
35,50,2,100,nonlinear,NPT-FR,Wasserstein,13.100273516765887
35,50,2,100,nonlinear,Marginal-FR,Wasserstein,18.142480258044223
35,50,2,100,nonlinear,Gaussian-FR,Wasserstein,16.35284163297099
36,50,2,100,nonlinear,NPT-FR,Wasserstein,14.504147602231555
36,50,2,100,nonlinear,Marginal-FR,Wasserstein,19.6345041387848
36,50,2,100,nonlinear,Gaussian-FR,Wasserstein,18.327021801799074
37,50,2,100,nonlinear,NPT-FR,Wasserstein,14.174365352631652
37,50,2,100,nonlinear,Marginal-FR,Wasserstein,19.59665744488152
37,50,2,100,nonlinear,Gaussian-FR,Wasserstein,17.703711459220983
38,50,2,100,nonlinear,NPT-FR,Wasserstein,13.340272244328986
38,50,2,100,nonlinear,Marginal-FR,Wasserstein,18.3276868696202
38,50,2,100,nonlinear,Gaussian-FR,Wasserstein,16.81591521077478
39,50,2,100,nonlinear,NPT-FR,Wasserstein,13.028836925867287
39,50,2,100,nonlinear,Marginal-FR,Wasserstein,18.542056582473858
39,50,2,100,nonlinear,Gaussian-FR,Wasserstein,16.581973738387813
40,50,2,100,nonlinear,NPT-FR,Wasserstein,13.641599666985254
40,50,2,100,nonlinear,Marginal-FR,Wasserstein,18.841484813364993
40,50,2,100,nonlinear,Gaussian-FR,Wasserstein,17.713156472043718
41,50,2,100,nonlinear,NPT-FR,Wasserstein,13.85405051728101
41,50,2,100,nonlinear,Marginal-FR,Wasserstein,19.24812063237951
41,50,2,100,nonlinear,Gaussian-FR,Wasserstein,17.437972040055772
42,50,2,100,nonlinear,NPT-FR,Wasserstein,12.381335382067164
42,50,2,100,nonlinear,Marginal-FR,Wasserstein,17.233749039386442
42,50,2,100,nonlinear,Gaussian-FR,Wasserstein,15.527000692659746
43,50,2,100,nonlinear,NPT-FR,Wasserstein,12.570347165851949
43,50,2,100,nonlinear,Marginal-FR,Wasserstein,17.530411926802067
43,50,2,100,nonlinear,Gaussian-FR,Wasserstein,16.03859036596484
44,50,2,100,nonlinear,NPT-FR,Wasserstein,12.669031713306536
44,50,2,100,nonlinear,Marginal-FR,Wasserstein,17.831179532543416
44,50,2,100,nonlinear,Gaussian-FR,Wasserstein,16.75059951471379
45,50,2,100,nonlinear,NPT-FR,Wasserstein,12.659957263317185
45,50,2,100,nonlinear,Marginal-FR,Wasserstein,18.01611300208517
45,50,2,100,nonlinear,Gaussian-FR,Wasserstein,16.687161886581926
46,50,2,100,nonlinear,NPT-FR,Wasserstein,12.916776247907583
46,50,2,100,nonlinear,Marginal-FR,Wasserstein,18.337603709438984
46,50,2,100,nonlinear,Gaussian-FR,Wasserstein,16.59375410566645
47,50,2,100,nonlinear,NPT-FR,Wasserstein,13.058095068089056
47,50,2,100,nonlinear,Marginal-FR,Wasserstein,17.861197087196185
47,50,2,100,nonlinear,Gaussian-FR,Wasserstein,16.534412194208432
48,50,2,100,nonlinear,NPT-FR,Wasserstein,13.283822592908596
48,50,2,100,nonlinear,Marginal-FR,Wasserstein,18.28826246987118
48,50,2,100,nonlinear,Gaussian-FR,Wasserstein,16.770650356685373
49,50,2,100,nonlinear,NPT-FR,Wasserstein,12.990479130715867
49,50,2,100,nonlinear,Marginal-FR,Wasserstein,18.443531465209205
49,50,2,100,nonlinear,Gaussian-FR,Wasserstein,17.258353795263936
50,50,2,100,nonlinear,NPT-FR,Wasserstein,14.076638722552081
50,50,2,100,nonlinear,Marginal-FR,Wasserstein,18.731222480327876
50,50,2,100,nonlinear,Gaussian-FR,Wasserstein,17.03084636445662
51,50,2,100,nonlinear,NPT-FR,Wasserstein,12.593119975421185
51,50,2,100,nonlinear,Marginal-FR,Wasserstein,17.555638147103195
51,50,2,100,nonlinear,Gaussian-FR,Wasserstein,16.096599711975657
52,50,2,100,nonlinear,NPT-FR,Wasserstein,13.085059643396336
52,50,2,100,nonlinear,Marginal-FR,Wasserstein,17.83932374793003
52,50,2,100,nonlinear,Gaussian-FR,Wasserstein,16.032326633572403
53,50,2,100,nonlinear,NPT-FR,Wasserstein,12.864420005690867
53,50,2,100,nonlinear,Marginal-FR,Wasserstein,17.935982565789942
53,50,2,100,nonlinear,Gaussian-FR,Wasserstein,16.265913290839453
54,50,2,100,nonlinear,NPT-FR,Wasserstein,13.23332768431093
54,50,2,100,nonlinear,Marginal-FR,Wasserstein,18.132139027939512
54,50,2,100,nonlinear,Gaussian-FR,Wasserstein,16.568891920558645
55,50,2,100,nonlinear,NPT-FR,Wasserstein,13.166303713748356
55,50,2,100,nonlinear,Marginal-FR,Wasserstein,18.078571671297677
55,50,2,100,nonlinear,Gaussian-FR,Wasserstein,16.926561828477137
56,50,2,100,nonlinear,NPT-FR,Wasserstein,14.524730553005526
56,50,2,100,nonlinear,Marginal-FR,Wasserstein,19.2576015566627
56,50,2,100,nonlinear,Gaussian-FR,Wasserstein,17.566430217905978
57,50,2,100,nonlinear,NPT-FR,Wasserstein,12.417054833644979
57,50,2,100,nonlinear,Marginal-FR,Wasserstein,17.32337364182744
57,50,2,100,nonlinear,Gaussian-FR,Wasserstein,16.026566668349584
58,50,2,100,nonlinear,NPT-FR,Wasserstein,12.71435460835011
58,50,2,100,nonlinear,Marginal-FR,Wasserstein,17.94317553697106
58,50,2,100,nonlinear,Gaussian-FR,Wasserstein,16.155920893818482
59,50,2,100,nonlinear,NPT-FR,Wasserstein,13.185319260911983
59,50,2,100,nonlinear,Marginal-FR,Wasserstein,18.032848809378425
59,50,2,100,nonlinear,Gaussian-FR,Wasserstein,16.76871982776084
60,50,2,100,nonlinear,NPT-FR,Wasserstein,13.432661389260636
60,50,2,100,nonlinear,Marginal-FR,Wasserstein,18.912292101509507
60,50,2,100,nonlinear,Gaussian-FR,Wasserstein,17.07582481948501
61,50,2,100,nonlinear,NPT-FR,Wasserstein,12.051572211134342
61,50,2,100,nonlinear,Marginal-FR,Wasserstein,17.091903953281385
61,50,2,100,nonlinear,Gaussian-FR,Wasserstein,15.507044288842788
62,50,2,100,nonlinear,NPT-FR,Wasserstein,13.264664378363323
62,50,2,100,nonlinear,Marginal-FR,Wasserstein,18.50790580172397
62,50,2,100,nonlinear,Gaussian-FR,Wasserstein,16.952978770899158
63,50,2,100,nonlinear,NPT-FR,Wasserstein,12.851421822941484
63,50,2,100,nonlinear,Marginal-FR,Wasserstein,18.109776502777983
63,50,2,100,nonlinear,Gaussian-FR,Wasserstein,16.776797098781852
64,50,2,100,nonlinear,NPT-FR,Wasserstein,11.74541430261769
64,50,2,100,nonlinear,Marginal-FR,Wasserstein,16.87066985813047
64,50,2,100,nonlinear,Gaussian-FR,Wasserstein,15.119890011661246
65,50,2,100,nonlinear,NPT-FR,Wasserstein,14.481155674645615
65,50,2,100,nonlinear,Marginal-FR,Wasserstein,20.30638001040413
65,50,2,100,nonlinear,Gaussian-FR,Wasserstein,18.401809872650535
66,50,2,100,nonlinear,NPT-FR,Wasserstein,12.251546270888594
66,50,2,100,nonlinear,Marginal-FR,Wasserstein,17.343194261436636
66,50,2,100,nonlinear,Gaussian-FR,Wasserstein,16.176505772776906
67,50,2,100,nonlinear,NPT-FR,Wasserstein,13.233953967465137
67,50,2,100,nonlinear,Marginal-FR,Wasserstein,18.198630510915407
67,50,2,100,nonlinear,Gaussian-FR,Wasserstein,16.987673968853755
68,50,2,100,nonlinear,NPT-FR,Wasserstein,12.83242628058106
68,50,2,100,nonlinear,Marginal-FR,Wasserstein,18.379510844485544
68,50,2,100,nonlinear,Gaussian-FR,Wasserstein,16.916555527758202
69,50,2,100,nonlinear,NPT-FR,Wasserstein,14.277612390390022
69,50,2,100,nonlinear,Marginal-FR,Wasserstein,19.87251838109673
69,50,2,100,nonlinear,Gaussian-FR,Wasserstein,18.177806086114863
70,50,2,100,nonlinear,NPT-FR,Wasserstein,11.83009866584626
70,50,2,100,nonlinear,Marginal-FR,Wasserstein,16.686649158610066
70,50,2,100,nonlinear,Gaussian-FR,Wasserstein,15.014804549202756
71,50,2,100,nonlinear,NPT-FR,Wasserstein,12.331821625671287
71,50,2,100,nonlinear,Marginal-FR,Wasserstein,17.423964146739344
71,50,2,100,nonlinear,Gaussian-FR,Wasserstein,15.697123893351261
72,50,2,100,nonlinear,NPT-FR,Wasserstein,14.135220254876316
72,50,2,100,nonlinear,Marginal-FR,Wasserstein,19.68610795768992
72,50,2,100,nonlinear,Gaussian-FR,Wasserstein,17.741773874119318
73,50,2,100,nonlinear,NPT-FR,Wasserstein,12.735742369186278
73,50,2,100,nonlinear,Marginal-FR,Wasserstein,17.986339124301498
73,50,2,100,nonlinear,Gaussian-FR,Wasserstein,16.226174359564702
74,50,2,100,nonlinear,NPT-FR,Wasserstein,13.50719403021134
74,50,2,100,nonlinear,Marginal-FR,Wasserstein,18.133112501335393
74,50,2,100,nonlinear,Gaussian-FR,Wasserstein,16.457574409914443
75,50,2,100,nonlinear,NPT-FR,Wasserstein,15.245429090577288
75,50,2,100,nonlinear,Marginal-FR,Wasserstein,20.514019871770707
75,50,2,100,nonlinear,Gaussian-FR,Wasserstein,18.745752687651706
76,50,2,100,nonlinear,NPT-FR,Wasserstein,12.88681696172675
76,50,2,100,nonlinear,Marginal-FR,Wasserstein,18.23782160062331
76,50,2,100,nonlinear,Gaussian-FR,Wasserstein,16.534977318220992
77,50,2,100,nonlinear,NPT-FR,Wasserstein,12.603683872723295
77,50,2,100,nonlinear,Marginal-FR,Wasserstein,17.765584737820394
77,50,2,100,nonlinear,Gaussian-FR,Wasserstein,16.116342401989314
78,50,2,100,nonlinear,NPT-FR,Wasserstein,15.798673790883333
78,50,2,100,nonlinear,Marginal-FR,Wasserstein,21.265368587936255
78,50,2,100,nonlinear,Gaussian-FR,Wasserstein,20.198070661657074
79,50,2,100,nonlinear,NPT-FR,Wasserstein,13.344704039863467
79,50,2,100,nonlinear,Marginal-FR,Wasserstein,18.28836792840236
79,50,2,100,nonlinear,Gaussian-FR,Wasserstein,16.575299570836236
80,50,2,100,nonlinear,NPT-FR,Wasserstein,12.139148421831509
80,50,2,100,nonlinear,Marginal-FR,Wasserstein,17.083512438279016
80,50,2,100,nonlinear,Gaussian-FR,Wasserstein,15.939662263330685
81,50,2,100,nonlinear,NPT-FR,Wasserstein,12.80435229168346
81,50,2,100,nonlinear,Marginal-FR,Wasserstein,17.47358146308808
81,50,2,100,nonlinear,Gaussian-FR,Wasserstein,16.08543543090462
82,50,2,100,nonlinear,NPT-FR,Wasserstein,12.625360759449148
82,50,2,100,nonlinear,Marginal-FR,Wasserstein,17.739673831333274
82,50,2,100,nonlinear,Gaussian-FR,Wasserstein,16.032084377070223
83,50,2,100,nonlinear,NPT-FR,Wasserstein,12.327478432557017
83,50,2,100,nonlinear,Marginal-FR,Wasserstein,17.41003306123762
83,50,2,100,nonlinear,Gaussian-FR,Wasserstein,15.787168013624711
84,50,2,100,nonlinear,NPT-FR,Wasserstein,12.58884609646652
84,50,2,100,nonlinear,Marginal-FR,Wasserstein,17.87626782241658
84,50,2,100,nonlinear,Gaussian-FR,Wasserstein,16.336207743293837
85,50,2,100,nonlinear,NPT-FR,Wasserstein,12.553941981888997
85,50,2,100,nonlinear,Marginal-FR,Wasserstein,17.432389372037054
85,50,2,100,nonlinear,Gaussian-FR,Wasserstein,16.267347625026197
86,50,2,100,nonlinear,NPT-FR,Wasserstein,14.0125741090846
86,50,2,100,nonlinear,Marginal-FR,Wasserstein,19.246345703544176
86,50,2,100,nonlinear,Gaussian-FR,Wasserstein,17.676060463721832
87,50,2,100,nonlinear,NPT-FR,Wasserstein,13.169224069901508
87,50,2,100,nonlinear,Marginal-FR,Wasserstein,18.016377960852374
87,50,2,100,nonlinear,Gaussian-FR,Wasserstein,16.422812758184
88,50,2,100,nonlinear,NPT-FR,Wasserstein,12.653653571971699
88,50,2,100,nonlinear,Marginal-FR,Wasserstein,17.525789751110825
88,50,2,100,nonlinear,Gaussian-FR,Wasserstein,15.910037280223294
89,50,2,100,nonlinear,NPT-FR,Wasserstein,12.218619137370176
89,50,2,100,nonlinear,Marginal-FR,Wasserstein,17.610507408990784
89,50,2,100,nonlinear,Gaussian-FR,Wasserstein,16.07434469119554
90,50,2,100,nonlinear,NPT-FR,Wasserstein,14.188663597476058
90,50,2,100,nonlinear,Marginal-FR,Wasserstein,19.499689052588423
90,50,2,100,nonlinear,Gaussian-FR,Wasserstein,17.784359193544773
91,50,2,100,nonlinear,NPT-FR,Wasserstein,14.548350974930534
91,50,2,100,nonlinear,Marginal-FR,Wasserstein,19.905806114593315
91,50,2,100,nonlinear,Gaussian-FR,Wasserstein,18.48036300109314
92,50,2,100,nonlinear,NPT-FR,Wasserstein,13.12975608118416
92,50,2,100,nonlinear,Marginal-FR,Wasserstein,18.206093639900953
92,50,2,100,nonlinear,Gaussian-FR,Wasserstein,16.81353591692447
93,50,2,100,nonlinear,NPT-FR,Wasserstein,13.674670505819837
93,50,2,100,nonlinear,Marginal-FR,Wasserstein,18.965026444566416
93,50,2,100,nonlinear,Gaussian-FR,Wasserstein,17.248159560397294
94,50,2,100,nonlinear,NPT-FR,Wasserstein,13.17867487837936
94,50,2,100,nonlinear,Marginal-FR,Wasserstein,17.619060791250142
94,50,2,100,nonlinear,Gaussian-FR,Wasserstein,16.25469614568019
95,50,2,100,nonlinear,NPT-FR,Wasserstein,12.732802155787558
95,50,2,100,nonlinear,Marginal-FR,Wasserstein,17.932915268241906
95,50,2,100,nonlinear,Gaussian-FR,Wasserstein,16.731314551879848
96,50,2,100,nonlinear,NPT-FR,Wasserstein,13.228744994169775
96,50,2,100,nonlinear,Marginal-FR,Wasserstein,17.945013219934015
96,50,2,100,nonlinear,Gaussian-FR,Wasserstein,16.56458171376589
97,50,2,100,nonlinear,NPT-FR,Wasserstein,13.390309174976252
97,50,2,100,nonlinear,Marginal-FR,Wasserstein,18.28850792187332
97,50,2,100,nonlinear,Gaussian-FR,Wasserstein,16.6351696640785
98,50,2,100,nonlinear,NPT-FR,Wasserstein,12.137807519608238
98,50,2,100,nonlinear,Marginal-FR,Wasserstein,17.470386810052194
98,50,2,100,nonlinear,Gaussian-FR,Wasserstein,16.14912879528537
99,50,2,100,nonlinear,NPT-FR,Wasserstein,13.953100065857429
99,50,2,100,nonlinear,Marginal-FR,Wasserstein,19.484795403400174
99,50,2,100,nonlinear,Gaussian-FR,Wasserstein,17.680134821279964
0,50,2,1000,linear,NPT-FR,Wasserstein,13.340612522268975
0,50,2,1000,linear,Marginal-FR,Wasserstein,13.435864233407333
0,50,2,1000,linear,Gaussian-FR,Wasserstein,16.55557049803146
1,50,2,1000,linear,NPT-FR,Wasserstein,11.976849117628882
1,50,2,1000,linear,Marginal-FR,Wasserstein,12.221095730043833
1,50,2,1000,linear,Gaussian-FR,Wasserstein,14.926541839588094
2,50,2,1000,linear,NPT-FR,Wasserstein,12.685938930953874
2,50,2,1000,linear,Marginal-FR,Wasserstein,12.926918284083836
2,50,2,1000,linear,Gaussian-FR,Wasserstein,16.136703127479933
3,50,2,1000,linear,NPT-FR,Wasserstein,12.289026488914743
3,50,2,1000,linear,Marginal-FR,Wasserstein,12.452171298208603
3,50,2,1000,linear,Gaussian-FR,Wasserstein,15.514230865073486
4,50,2,1000,linear,NPT-FR,Wasserstein,12.234557193033956
4,50,2,1000,linear,Marginal-FR,Wasserstein,12.393705539028435
4,50,2,1000,linear,Gaussian-FR,Wasserstein,15.494635039507326
5,50,2,1000,linear,NPT-FR,Wasserstein,12.95758574125805
5,50,2,1000,linear,Marginal-FR,Wasserstein,13.074404594699084
5,50,2,1000,linear,Gaussian-FR,Wasserstein,16.164819892954117
6,50,2,1000,linear,NPT-FR,Wasserstein,12.894980714928876
6,50,2,1000,linear,Marginal-FR,Wasserstein,13.032030259332874
6,50,2,1000,linear,Gaussian-FR,Wasserstein,16.270848436161295
7,50,2,1000,linear,NPT-FR,Wasserstein,12.573509612459047
7,50,2,1000,linear,Marginal-FR,Wasserstein,12.851475117268816
7,50,2,1000,linear,Gaussian-FR,Wasserstein,15.963436598036017
8,50,2,1000,linear,NPT-FR,Wasserstein,13.73320778154719
8,50,2,1000,linear,Marginal-FR,Wasserstein,13.94685851596291
8,50,2,1000,linear,Gaussian-FR,Wasserstein,17.146278517210103
9,50,2,1000,linear,NPT-FR,Wasserstein,13.308898415836275
9,50,2,1000,linear,Marginal-FR,Wasserstein,13.61854172618044
9,50,2,1000,linear,Gaussian-FR,Wasserstein,16.902780214300815
10,50,2,1000,linear,NPT-FR,Wasserstein,13.31988474673526
10,50,2,1000,linear,Marginal-FR,Wasserstein,13.637772594233082
10,50,2,1000,linear,Gaussian-FR,Wasserstein,16.501113842187756
11,50,2,1000,linear,NPT-FR,Wasserstein,14.192790514301807
11,50,2,1000,linear,Marginal-FR,Wasserstein,14.455375193955224
11,50,2,1000,linear,Gaussian-FR,Wasserstein,17.657730400175538
12,50,2,1000,linear,NPT-FR,Wasserstein,13.006416657629416
12,50,2,1000,linear,Marginal-FR,Wasserstein,13.208440199147168
12,50,2,1000,linear,Gaussian-FR,Wasserstein,16.69185677943161
13,50,2,1000,linear,NPT-FR,Wasserstein,12.411355927780702
13,50,2,1000,linear,Marginal-FR,Wasserstein,12.753302063464615
13,50,2,1000,linear,Gaussian-FR,Wasserstein,15.86548844551823
14,50,2,1000,linear,NPT-FR,Wasserstein,12.906056395057478
14,50,2,1000,linear,Marginal-FR,Wasserstein,13.068591865837725
14,50,2,1000,linear,Gaussian-FR,Wasserstein,16.43284458432538
15,50,2,1000,linear,NPT-FR,Wasserstein,13.07061371453831
15,50,2,1000,linear,Marginal-FR,Wasserstein,13.351607996290946
15,50,2,1000,linear,Gaussian-FR,Wasserstein,16.39069161933914
16,50,2,1000,linear,NPT-FR,Wasserstein,13.128280172729479
16,50,2,1000,linear,Marginal-FR,Wasserstein,13.44347204628548
16,50,2,1000,linear,Gaussian-FR,Wasserstein,16.871047610258167
17,50,2,1000,linear,NPT-FR,Wasserstein,12.599449561901746
17,50,2,1000,linear,Marginal-FR,Wasserstein,12.786561187954161
17,50,2,1000,linear,Gaussian-FR,Wasserstein,15.93913380095569
18,50,2,1000,linear,NPT-FR,Wasserstein,13.141423199344327
18,50,2,1000,linear,Marginal-FR,Wasserstein,13.423318662929043
18,50,2,1000,linear,Gaussian-FR,Wasserstein,16.62744066148373
19,50,2,1000,linear,NPT-FR,Wasserstein,13.378727356316723
19,50,2,1000,linear,Marginal-FR,Wasserstein,13.576033836449708
19,50,2,1000,linear,Gaussian-FR,Wasserstein,16.42796932510151
20,50,2,1000,linear,NPT-FR,Wasserstein,12.878581940473653
20,50,2,1000,linear,Marginal-FR,Wasserstein,13.082337146788692
20,50,2,1000,linear,Gaussian-FR,Wasserstein,16.501006950931878
21,50,2,1000,linear,NPT-FR,Wasserstein,13.34339922309416
21,50,2,1000,linear,Marginal-FR,Wasserstein,13.559156166712432
21,50,2,1000,linear,Gaussian-FR,Wasserstein,16.816437849892527
22,50,2,1000,linear,NPT-FR,Wasserstein,13.729261988237655
22,50,2,1000,linear,Marginal-FR,Wasserstein,13.99600651923499
22,50,2,1000,linear,Gaussian-FR,Wasserstein,17.42066405680913
23,50,2,1000,linear,NPT-FR,Wasserstein,12.825137539833948
23,50,2,1000,linear,Marginal-FR,Wasserstein,13.10444753444344
23,50,2,1000,linear,Gaussian-FR,Wasserstein,16.223707222116428
24,50,2,1000,linear,NPT-FR,Wasserstein,12.201958178896845
24,50,2,1000,linear,Marginal-FR,Wasserstein,12.416975469838905
24,50,2,1000,linear,Gaussian-FR,Wasserstein,15.58747540439503
25,50,2,1000,linear,NPT-FR,Wasserstein,12.731598381599044
25,50,2,1000,linear,Marginal-FR,Wasserstein,13.019119846244376
25,50,2,1000,linear,Gaussian-FR,Wasserstein,16.361335717314077
26,50,2,1000,linear,NPT-FR,Wasserstein,13.030449572353275
26,50,2,1000,linear,Marginal-FR,Wasserstein,13.248177125312036
26,50,2,1000,linear,Gaussian-FR,Wasserstein,16.292274962102915
27,50,2,1000,linear,NPT-FR,Wasserstein,12.827912414600817
27,50,2,1000,linear,Marginal-FR,Wasserstein,12.977475749875051
27,50,2,1000,linear,Gaussian-FR,Wasserstein,16.165586321431437
28,50,2,1000,linear,NPT-FR,Wasserstein,13.708338913374897
28,50,2,1000,linear,Marginal-FR,Wasserstein,13.961617528592525
28,50,2,1000,linear,Gaussian-FR,Wasserstein,17.01752886743122
29,50,2,1000,linear,NPT-FR,Wasserstein,13.049142740704374
29,50,2,1000,linear,Marginal-FR,Wasserstein,13.29074912471891
29,50,2,1000,linear,Gaussian-FR,Wasserstein,16.197783040822237
30,50,2,1000,linear,NPT-FR,Wasserstein,13.740972881648426
30,50,2,1000,linear,Marginal-FR,Wasserstein,13.926340598839879
30,50,2,1000,linear,Gaussian-FR,Wasserstein,17.319415168629806
31,50,2,1000,linear,NPT-FR,Wasserstein,13.26127564680128
31,50,2,1000,linear,Marginal-FR,Wasserstein,13.615460897841498
31,50,2,1000,linear,Gaussian-FR,Wasserstein,16.885796893340085
32,50,2,1000,linear,NPT-FR,Wasserstein,13.786552154925223
32,50,2,1000,linear,Marginal-FR,Wasserstein,13.95246086118315
32,50,2,1000,linear,Gaussian-FR,Wasserstein,17.200273250363743
33,50,2,1000,linear,NPT-FR,Wasserstein,12.618013710084863
33,50,2,1000,linear,Marginal-FR,Wasserstein,12.824484207273628
33,50,2,1000,linear,Gaussian-FR,Wasserstein,16.098804071776225
34,50,2,1000,linear,NPT-FR,Wasserstein,12.757785673026719
34,50,2,1000,linear,Marginal-FR,Wasserstein,12.95743354337181
34,50,2,1000,linear,Gaussian-FR,Wasserstein,16.328420105558106
35,50,2,1000,linear,NPT-FR,Wasserstein,13.095776484343785
35,50,2,1000,linear,Marginal-FR,Wasserstein,13.306655159973383
35,50,2,1000,linear,Gaussian-FR,Wasserstein,16.511796849639218
36,50,2,1000,linear,NPT-FR,Wasserstein,12.649158602340906
36,50,2,1000,linear,Marginal-FR,Wasserstein,12.89536637711214
36,50,2,1000,linear,Gaussian-FR,Wasserstein,15.871342753693764
37,50,2,1000,linear,NPT-FR,Wasserstein,13.244638080017287
37,50,2,1000,linear,Marginal-FR,Wasserstein,13.481379736651714
37,50,2,1000,linear,Gaussian-FR,Wasserstein,16.654612497385326
38,50,2,1000,linear,NPT-FR,Wasserstein,11.821048170540449
38,50,2,1000,linear,Marginal-FR,Wasserstein,12.055999718016924
38,50,2,1000,linear,Gaussian-FR,Wasserstein,15.282697038595638
39,50,2,1000,linear,NPT-FR,Wasserstein,13.375439145112862
39,50,2,1000,linear,Marginal-FR,Wasserstein,13.559591535203639
39,50,2,1000,linear,Gaussian-FR,Wasserstein,16.417560126371924
40,50,2,1000,linear,NPT-FR,Wasserstein,14.371267817839634
40,50,2,1000,linear,Marginal-FR,Wasserstein,14.625789332202405
40,50,2,1000,linear,Gaussian-FR,Wasserstein,17.456723385276497
41,50,2,1000,linear,NPT-FR,Wasserstein,11.534860587553723
41,50,2,1000,linear,Marginal-FR,Wasserstein,11.724629507010329
41,50,2,1000,linear,Gaussian-FR,Wasserstein,14.564072406064167
42,50,2,1000,linear,NPT-FR,Wasserstein,12.674380344527295
42,50,2,1000,linear,Marginal-FR,Wasserstein,12.871495974007756
42,50,2,1000,linear,Gaussian-FR,Wasserstein,15.968363860951293
43,50,2,1000,linear,NPT-FR,Wasserstein,12.460583408939275
43,50,2,1000,linear,Marginal-FR,Wasserstein,12.596743185574157
43,50,2,1000,linear,Gaussian-FR,Wasserstein,15.641121427862162
44,50,2,1000,linear,NPT-FR,Wasserstein,13.225369879456744
44,50,2,1000,linear,Marginal-FR,Wasserstein,13.382325700517237
44,50,2,1000,linear,Gaussian-FR,Wasserstein,16.37008213542898
45,50,2,1000,linear,NPT-FR,Wasserstein,13.140074022775757
45,50,2,1000,linear,Marginal-FR,Wasserstein,13.353482248798048
45,50,2,1000,linear,Gaussian-FR,Wasserstein,16.39219858437564
46,50,2,1000,linear,NPT-FR,Wasserstein,12.283945779438913
46,50,2,1000,linear,Marginal-FR,Wasserstein,12.507910517121346
46,50,2,1000,linear,Gaussian-FR,Wasserstein,15.631361515847141
47,50,2,1000,linear,NPT-FR,Wasserstein,12.532083262484832
47,50,2,1000,linear,Marginal-FR,Wasserstein,12.686493758647575
47,50,2,1000,linear,Gaussian-FR,Wasserstein,16.125487513403286
48,50,2,1000,linear,NPT-FR,Wasserstein,12.502333811142206
48,50,2,1000,linear,Marginal-FR,Wasserstein,12.743543685474629
48,50,2,1000,linear,Gaussian-FR,Wasserstein,15.521529709747606
49,50,2,1000,linear,NPT-FR,Wasserstein,13.407809085008779
49,50,2,1000,linear,Marginal-FR,Wasserstein,13.616419658938405
49,50,2,1000,linear,Gaussian-FR,Wasserstein,16.86263463069572
50,50,2,1000,linear,NPT-FR,Wasserstein,12.123122320458922
50,50,2,1000,linear,Marginal-FR,Wasserstein,12.380628672084896
50,50,2,1000,linear,Gaussian-FR,Wasserstein,15.617131475775764
51,50,2,1000,linear,NPT-FR,Wasserstein,14.291039702161868
51,50,2,1000,linear,Marginal-FR,Wasserstein,14.42807481129163
51,50,2,1000,linear,Gaussian-FR,Wasserstein,17.823680799543528
52,50,2,1000,linear,NPT-FR,Wasserstein,13.614408365851297
52,50,2,1000,linear,Marginal-FR,Wasserstein,13.806491247603107
52,50,2,1000,linear,Gaussian-FR,Wasserstein,17.240618133473554
53,50,2,1000,linear,NPT-FR,Wasserstein,13.170121321054081
53,50,2,1000,linear,Marginal-FR,Wasserstein,13.324588211204409
53,50,2,1000,linear,Gaussian-FR,Wasserstein,16.612820190579665
54,50,2,1000,linear,NPT-FR,Wasserstein,12.965227022600525
54,50,2,1000,linear,Marginal-FR,Wasserstein,13.163924799806049
54,50,2,1000,linear,Gaussian-FR,Wasserstein,16.685005715530345
55,50,2,1000,linear,NPT-FR,Wasserstein,12.82071752594338
55,50,2,1000,linear,Marginal-FR,Wasserstein,13.019162735810704
55,50,2,1000,linear,Gaussian-FR,Wasserstein,16.445410745334062
56,50,2,1000,linear,NPT-FR,Wasserstein,13.552626499231806
56,50,2,1000,linear,Marginal-FR,Wasserstein,13.803429489075661
56,50,2,1000,linear,Gaussian-FR,Wasserstein,16.63085354465439
57,50,2,1000,linear,NPT-FR,Wasserstein,12.924111516658071
57,50,2,1000,linear,Marginal-FR,Wasserstein,13.134918594114927
57,50,2,1000,linear,Gaussian-FR,Wasserstein,16.519559151235807
58,50,2,1000,linear,NPT-FR,Wasserstein,12.14071162242418
58,50,2,1000,linear,Marginal-FR,Wasserstein,12.38424309913225
58,50,2,1000,linear,Gaussian-FR,Wasserstein,15.46298806575664
59,50,2,1000,linear,NPT-FR,Wasserstein,12.206081679560794
59,50,2,1000,linear,Marginal-FR,Wasserstein,12.507011998399898
59,50,2,1000,linear,Gaussian-FR,Wasserstein,15.63000570710911
60,50,2,1000,linear,NPT-FR,Wasserstein,12.819881627477603
60,50,2,1000,linear,Marginal-FR,Wasserstein,12.969689714241566
60,50,2,1000,linear,Gaussian-FR,Wasserstein,16.474604899806252
61,50,2,1000,linear,NPT-FR,Wasserstein,13.147512165564079
61,50,2,1000,linear,Marginal-FR,Wasserstein,13.382937763794372
61,50,2,1000,linear,Gaussian-FR,Wasserstein,16.387808386141664
62,50,2,1000,linear,NPT-FR,Wasserstein,13.56102176066346
